action,county,page,candidate,columnIndex,currentValue,correctedValue,exclude,reason,reviewer,rowText,sourceWarnings,correctionKey
add,Jefferson,2,trump,9,,62,,Visual review of Jefferson page 2 shows trump column 9 is 62.,codex,,,
add,Jefferson,2,trump,10,,34,,Visual review of Jefferson page 2 shows trump column 10 is 34.,codex,,,
add,Jefferson,2,trump,11,,11,,Visual review of Jefferson page 2 shows trump column 11 is 11.,codex,,,
update,Jefferson,2,pinkins,1,167,167,,Visual review of Jefferson page 2 shows pinkins column 1 is 167.,codex,,,
add,Jefferson,2,pinkins,2,,54,,Visual review of Jefferson page 2 shows pinkins column 2 is 54.,codex,,,
add,Jefferson,2,pinkins,3,,356,,Visual review of Jefferson page 2 shows pinkins column 3 is 356.,codex,,,
add,Jefferson,2,pinkins,4,,177,,Visual review of Jefferson page 2 shows pinkins column 4 is 177.,codex,,,
add,Jefferson,2,pinkins,5,,401,,Visual review of Jefferson page 2 shows pinkins column 5 is 401.,codex,,,
add,Jefferson,2,pinkins,6,,145,,Visual review of Jefferson page 2 shows pinkins column 6 is 145.,codex,,,
add,Jefferson,2,pinkins,7,,288,,Visual review of Jefferson page 2 shows pinkins column 7 is 288.,codex,,,
add,Jefferson,2,pinkins,8,,211,,Visual review of Jefferson page 2 shows pinkins column 8 is 211.,codex,,,
add,Jefferson,2,pinkins,9,,316,,Visual review of Jefferson page 2 shows pinkins column 9 is 316.,codex,,,
add,Jefferson,2,pinkins,10,,215,,Visual review of Jefferson page 2 shows pinkins column 10 is 215.,codex,,,
add,Jefferson,2,pinkins,11,,180,,Visual review of Jefferson page 2 shows pinkins column 11 is 180.,codex,,,
update,Jefferson,2,wicker,1,19,19,,Visual review of Jefferson page 2 shows wicker column 1 is 19.,codex,,,
add,Jefferson,2,wicker,2,,108,,Visual review of Jefferson page 2 shows wicker column 2 is 108.,codex,,,
add,Jefferson,2,wicker,3,,35,,Visual review of Jefferson page 2 shows wicker column 3 is 35.,codex,,,
add,Jefferson,2,wicker,4,,35,,Visual review of Jefferson page 2 shows wicker column 4 is 35.,codex,,,
add,Jefferson,2,wicker,5,,65,,Visual review of Jefferson page 2 shows wicker column 5 is 65.,codex,,,
add,Jefferson,2,wicker,6,,45,,Visual review of Jefferson page 2 shows wicker column 6 is 45.,codex,,,
add,Jefferson,2,wicker,7,,65,,Visual review of Jefferson page 2 shows wicker column 7 is 65.,codex,,,
add,Jefferson,2,wicker,8,,22,,Visual review of Jefferson page 2 shows wicker column 8 is 22.,codex,,,
add,Jefferson,2,wicker,9,,78,,Visual review of Jefferson page 2 shows wicker column 9 is 78.,codex,,,
add,Jefferson,2,wicker,10,,49,,Visual review of Jefferson page 2 shows wicker column 10 is 49.,codex,,,
add,Jefferson,2,wicker,11,,22,,Visual review of Jefferson page 2 shows wicker column 11 is 22.,codex,,,
add,Jefferson,3,harris,2,,2727,,Visual review of Jefferson page 3 shows harris official total 2727.,codex,,,
add,Jefferson,3,trump,2,,541,,Visual review of Jefferson page 3 shows trump official total 541.,codex,,,
add,Jefferson,3,pinkins,2,,2634,,Visual review of Jefferson page 3 shows pinkins official total 2634.,codex,,,
add,Jefferson,3,wicker,2,,693,,Visual review of Jefferson page 3 shows wicker official total 693.,codex,,,
update,Montgomery,5,harris,1,153,153,,Visual review of Montgomery page 5 shows harris column 1 is 153.,codex,,,
add,Montgomery,5,harris,2,,277,,Visual review of Montgomery page 5 shows harris column 2 is 277.,codex,,,
add,Montgomery,5,harris,3,,177,,Visual review of Montgomery page 5 shows harris column 3 is 177.,codex,,,
add,Montgomery,5,harris,4,,112,,Visual review of Montgomery page 5 shows harris column 4 is 112.,codex,,,
add,Montgomery,5,harris,5,,99,,Visual review of Montgomery page 5 shows harris column 5 is 99.,codex,,,
add,Montgomery,5,harris,6,,55,,Visual review of Montgomery page 5 shows harris column 6 is 55.,codex,,,
add,Montgomery,5,harris,7,,37,,Visual review of Montgomery page 5 shows harris column 7 is 37.,codex,,,
add,Montgomery,5,harris,8,,146,,Visual review of Montgomery page 5 shows harris column 8 is 146.,codex,,,
add,Montgomery,5,harris,9,,17,,Visual review of Montgomery page 5 shows harris column 9 is 17.,codex,,,
add,Montgomery,5,harris,10,,4,,Visual review of Montgomery page 5 shows harris column 10 is 4.,codex,,,
add,Montgomery,5,harris,11,,483,,Visual review of Montgomery page 5 shows harris column 11 is 483.,codex,,,
update,Montgomery,5,trump,1,1,282,,Visual review of Montgomery page 5 shows trump column 1 is 282.,codex,,,
add,Montgomery,5,trump,2,,177,,Visual review of Montgomery page 5 shows trump column 2 is 177.,codex,,,
add,Montgomery,5,trump,3,,212,,Visual review of Montgomery page 5 shows trump column 3 is 212.,codex,,,
add,Montgomery,5,trump,4,,55,,Visual review of Montgomery page 5 shows trump column 4 is 55.,codex,,,
add,Montgomery,5,trump,5,,240,,Visual review of Montgomery page 5 shows trump column 5 is 240.,codex,,,
add,Montgomery,5,trump,6,,21,,Visual review of Montgomery page 5 shows trump column 6 is 21.,codex,,,
add,Montgomery,5,trump,7,,73,,Visual review of Montgomery page 5 shows trump column 7 is 73.,codex,,,
add,Montgomery,5,trump,8,,483,,Visual review of Montgomery page 5 shows trump column 8 is 483.,codex,,,
add,Montgomery,5,trump,9,,247,,Visual review of Montgomery page 5 shows trump column 9 is 247.,codex,,,
add,Montgomery,5,trump,10,,79,,Visual review of Montgomery page 5 shows trump column 10 is 79.,codex,,,
add,Montgomery,5,trump,11,,201,,Visual review of Montgomery page 5 shows trump column 11 is 201.,codex,,,
update,Montgomery,5,pinkins,1,148,148,,Visual review of Montgomery page 5 shows pinkins column 1 is 148.,codex,,,
add,Montgomery,5,pinkins,2,,268,,Visual review of Montgomery page 5 shows pinkins column 2 is 268.,codex,,,
add,Montgomery,5,pinkins,3,,174,,Visual review of Montgomery page 5 shows pinkins column 3 is 174.,codex,,,
add,Montgomery,5,pinkins,4,,108,,Visual review of Montgomery page 5 shows pinkins column 4 is 108.,codex,,,
add,Montgomery,5,pinkins,5,,100,,Visual review of Montgomery page 5 shows pinkins column 5 is 100.,codex,,,
add,Montgomery,5,pinkins,6,,54,,Visual review of Montgomery page 5 shows pinkins column 6 is 54.,codex,,,
add,Montgomery,5,pinkins,7,,35,,Visual review of Montgomery page 5 shows pinkins column 7 is 35.,codex,,,
add,Montgomery,5,pinkins,8,,139,,Visual review of Montgomery page 5 shows pinkins column 8 is 139.,codex,,,
add,Montgomery,5,pinkins,9,,18,,Visual review of Montgomery page 5 shows pinkins column 9 is 18.,codex,,,
add,Montgomery,5,pinkins,10,,10,,Visual review of Montgomery page 5 shows pinkins column 10 is 10.,codex,,,
add,Montgomery,5,pinkins,11,,451,,Visual review of Montgomery page 5 shows pinkins column 11 is 451.,codex,,,
update,Montgomery,5,wicker,1,277,277,,Visual review of Montgomery page 5 shows wicker column 1 is 277.,codex,,,
add,Montgomery,5,wicker,2,,193,,Visual review of Montgomery page 5 shows wicker column 2 is 193.,codex,,,
add,Montgomery,5,wicker,3,,215,,Visual review of Montgomery page 5 shows wicker column 3 is 215.,codex,,,
add,Montgomery,5,wicker,4,,58,,Visual review of Montgomery page 5 shows wicker column 4 is 58.,codex,,,
add,Montgomery,5,wicker,5,,234,,Visual review of Montgomery page 5 shows wicker column 5 is 234.,codex,,,
add,Montgomery,5,wicker,6,,23,,Visual review of Montgomery page 5 shows wicker column 6 is 23.,codex,,,
add,Montgomery,5,wicker,7,,72,,Visual review of Montgomery page 5 shows wicker column 7 is 72.,codex,,,
add,Montgomery,5,wicker,8,,480,,Visual review of Montgomery page 5 shows wicker column 8 is 480.,codex,,,
add,Montgomery,5,wicker,9,,243,,Visual review of Montgomery page 5 shows wicker column 9 is 243.,codex,,,
add,Montgomery,5,wicker,10,,76,,Visual review of Montgomery page 5 shows wicker column 10 is 76.,codex,,,
add,Montgomery,5,wicker,11,,218,,Visual review of Montgomery page 5 shows wicker column 11 is 218.,codex,,,
update,Montgomery,6,harris,1,77,77,,Visual review of Montgomery page 6 shows harris column 1 is 77.,codex,,,
add,Montgomery,6,harris,2,,7,,Visual review of Montgomery page 6 shows harris column 2 is 7.,codex,,,
add,Montgomery,6,harris,3,,93,,Visual review of Montgomery page 6 shows harris column 3 is 93.,codex,,,
add,Montgomery,6,harris,4,,1737,,Visual review of Montgomery page 6 shows harris column 4 is 1737.,codex,,,
update,Montgomery,6,trump,1,84,84,,Visual review of Montgomery page 6 shows trump column 1 is 84.,codex,,,
add,Montgomery,6,trump,2,,81,,Visual review of Montgomery page 6 shows trump column 2 is 81.,codex,,,
add,Montgomery,6,trump,3,,423,,Visual review of Montgomery page 6 shows trump column 3 is 423.,codex,,,
add,Montgomery,6,trump,4,,2658,,Visual review of Montgomery page 6 shows trump column 4 is 2658.,codex,,,
update,Montgomery,6,pinkins,1,75,75,,Visual review of Montgomery page 6 shows pinkins column 1 is 75.,codex,,,
add,Montgomery,6,pinkins,2,,10,,Visual review of Montgomery page 6 shows pinkins column 2 is 10.,codex,,,
add,Montgomery,6,pinkins,3,,88,,Visual review of Montgomery page 6 shows pinkins column 3 is 88.,codex,,,
add,Montgomery,6,pinkins,4,,1678,,Visual review of Montgomery page 6 shows pinkins column 4 is 1678.,codex,,,
update,Montgomery,6,wicker,1,75,87,,Visual review of Montgomery page 6 shows wicker column 1 is 87.,codex,,,
add,Montgomery,6,wicker,2,,75,,Visual review of Montgomery page 6 shows wicker column 2 is 75.,codex,,,
add,Montgomery,6,wicker,3,,420,,Visual review of Montgomery page 6 shows wicker column 3 is 420.,codex,,,
add,Montgomery,6,wicker,4,,2671,,Visual review of Montgomery page 6 shows wicker column 4 is 2671.,codex,,,
update,Franklin,2,harris,1,101,101,,Visual review of Franklin page 2 shows harris column 1 is 101.,codex,,,
add,Franklin,2,harris,2,,16,,Visual review of Franklin page 2 shows harris column 2 is 16.,codex,,,
add,Franklin,2,harris,3,,334,,Visual review of Franklin page 2 shows harris column 3 is 334.,codex,,,
add,Franklin,2,harris,4,,42,,Visual review of Franklin page 2 shows harris column 4 is 42.,codex,,,
add,Franklin,2,harris,5,,21,,Visual review of Franklin page 2 shows harris column 5 is 21.,codex,,,
add,Franklin,2,harris,6,,152,,Visual review of Franklin page 2 shows harris column 6 is 152.,codex,,,
add,Franklin,2,harris,7,,51,,Visual review of Franklin page 2 shows harris column 7 is 51.,codex,,,
add,Franklin,2,harris,8,,22,,Visual review of Franklin page 2 shows harris column 8 is 22.,codex,,,
add,Franklin,2,harris,9,,47,,Visual review of Franklin page 2 shows harris column 9 is 47.,codex,,,
add,Franklin,2,harris,10,,88,,Visual review of Franklin page 2 shows harris column 10 is 88.,codex,,,
add,Franklin,2,harris,11,,7,,Visual review of Franklin page 2 shows harris column 11 is 7.,codex,,,
update,Franklin,2,trump,1,173,173,,Visual review of Franklin page 2 shows trump column 1 is 173.,codex,,,
add,Franklin,2,trump,2,,340,,Visual review of Franklin page 2 shows trump column 2 is 340.,codex,,,
add,Franklin,2,trump,3,,282,,Visual review of Franklin page 2 shows trump column 3 is 282.,codex,,,
add,Franklin,2,trump,4,,197,,Visual review of Franklin page 2 shows trump column 4 is 197.,codex,,,
add,Franklin,2,trump,5,,258,,Visual review of Franklin page 2 shows trump column 5 is 258.,codex,,,
add,Franklin,2,trump,6,,64,,Visual review of Franklin page 2 shows trump column 6 is 64.,codex,,,
add,Franklin,2,trump,7,,118,,Visual review of Franklin page 2 shows trump column 7 is 118.,codex,,,
add,Franklin,2,trump,8,,172,,Visual review of Franklin page 2 shows trump column 8 is 172.,codex,,,
add,Franklin,2,trump,9,,282,,Visual review of Franklin page 2 shows trump column 9 is 282.,codex,,,
add,Franklin,2,trump,10,,279,,Visual review of Franklin page 2 shows trump column 10 is 279.,codex,,,
add,Franklin,2,trump,11,,138,,Visual review of Franklin page 2 shows trump column 11 is 138.,codex,,,
update,Franklin,2,pinkins,1,102,102,,Visual review of Franklin page 2 shows pinkins column 1 is 102.,codex,,,
add,Franklin,2,pinkins,2,,13,,Visual review of Franklin page 2 shows pinkins column 2 is 13.,codex,,,
add,Franklin,2,pinkins,3,,329,,Visual review of Franklin page 2 shows pinkins column 3 is 329.,codex,,,
add,Franklin,2,pinkins,4,,40,,Visual review of Franklin page 2 shows pinkins column 4 is 40.,codex,,,
add,Franklin,2,pinkins,5,,24,,Visual review of Franklin page 2 shows pinkins column 5 is 24.,codex,,,
add,Franklin,2,pinkins,6,,158,,Visual review of Franklin page 2 shows pinkins column 6 is 158.,codex,,,
add,Franklin,2,pinkins,7,,51,,Visual review of Franklin page 2 shows pinkins column 7 is 51.,codex,,,
add,Franklin,2,pinkins,8,,22,,Visual review of Franklin page 2 shows pinkins column 8 is 22.,codex,,,
add,Franklin,2,pinkins,9,,47,,Visual review of Franklin page 2 shows pinkins column 9 is 47.,codex,,,
add,Franklin,2,pinkins,10,,86,,Visual review of Franklin page 2 shows pinkins column 10 is 86.,codex,,,
add,Franklin,2,pinkins,11,,10,,Visual review of Franklin page 2 shows pinkins column 11 is 10.,codex,,,
update,Franklin,2,wicker,1,344,176,,Visual review of Franklin page 2 shows wicker column 1 is 176.,codex,,,
add,Franklin,2,wicker,2,,344,,Visual review of Franklin page 2 shows wicker column 2 is 344.,codex,,,
add,Franklin,2,wicker,3,,290,,Visual review of Franklin page 2 shows wicker column 3 is 290.,codex,,,
add,Franklin,2,wicker,4,,194,,Visual review of Franklin page 2 shows wicker column 4 is 194.,codex,,,
add,Franklin,2,wicker,5,,251,,Visual review of Franklin page 2 shows wicker column 5 is 251.,codex,,,
add,Franklin,2,wicker,6,,69,,Visual review of Franklin page 2 shows wicker column 6 is 69.,codex,,,
add,Franklin,2,wicker,7,,119,,Visual review of Franklin page 2 shows wicker column 7 is 119.,codex,,,
add,Franklin,2,wicker,8,,173,,Visual review of Franklin page 2 shows wicker column 8 is 173.,codex,,,
add,Franklin,2,wicker,9,,280,,Visual review of Franklin page 2 shows wicker column 9 is 280.,codex,,,
add,Franklin,2,wicker,10,,280,,Visual review of Franklin page 2 shows wicker column 10 is 280.,codex,,,
add,Franklin,2,wicker,11,,138,,Visual review of Franklin page 2 shows wicker column 11 is 138.,codex,,,
update,Franklin,3,harris,1,57,241,,Visual review of Franklin page 3 shows harris column 1 is 241.,codex,,,
add,Franklin,3,harris,2,,57,,Visual review of Franklin page 3 shows harris column 2 is 57.,codex,,,
add,Franklin,3,harris,3,,34,,Visual review of Franklin page 3 shows harris column 3 is 34.,codex,,,
add,Franklin,3,harris,4,,1213,,Visual review of Franklin page 3 shows harris column 4 is 1213.,codex,,,
add,Franklin,3,trump,1,,158,,Visual review of Franklin page 3 shows trump column 1 is 158.,codex,,,
add,Franklin,3,trump,2,,113,,Visual review of Franklin page 3 shows trump column 2 is 113.,codex,,,
add,Franklin,3,trump,3,,257,,Visual review of Franklin page 3 shows trump column 3 is 257.,codex,,,
add,Franklin,3,trump,4,,2831,,Visual review of Franklin page 3 shows trump column 4 is 2831.,codex,,,
add,Franklin,3,pinkins,1,,224,,Visual review of Franklin page 3 shows pinkins column 1 is 224.,codex,,,
add,Franklin,3,pinkins,2,,60,,Visual review of Franklin page 3 shows pinkins column 2 is 60.,codex,,,
add,Franklin,3,pinkins,3,,37,,Visual review of Franklin page 3 shows pinkins column 3 is 37.,codex,,,
add,Franklin,3,pinkins,4,,1203,,Visual review of Franklin page 3 shows pinkins column 4 is 1203.,codex,,,
update,Franklin,3,wicker,1,175,175,,Visual review of Franklin page 3 shows wicker column 1 is 175.,codex,,,
add,Franklin,3,wicker,2,,111,,Visual review of Franklin page 3 shows wicker column 2 is 111.,codex,,,
add,Franklin,3,wicker,3,,252,,Visual review of Franklin page 3 shows wicker column 3 is 252.,codex,,,
add,Franklin,3,wicker,4,,2852,,Visual review of Franklin page 3 shows wicker column 4 is 2852.,codex,,,
update,Wayne,2,harris,1,67,67,,Visual review of Wayne page 2 shows harris column 1 is 67.,codex,,,
update,Wayne,2,harris,2,66,66,,Visual review of Wayne page 2 shows harris column 2 is 66.,codex,,,
update,Wayne,2,harris,3,274,274,,Visual review of Wayne page 2 shows harris column 3 is 274.,codex,,,
update,Wayne,2,harris,4,140,140,,Visual review of Wayne page 2 shows harris column 4 is 140.,codex,,,
update,Wayne,2,harris,5,44,44,,Visual review of Wayne page 2 shows harris column 5 is 44.,codex,,,
update,Wayne,2,harris,6,31,31,,Visual review of Wayne page 2 shows harris column 6 is 31.,codex,,,
update,Wayne,2,harris,7,8,8,,Visual review of Wayne page 2 shows harris column 7 is 8.,codex,,,
update,Wayne,2,harris,8,72,72,,Visual review of Wayne page 2 shows harris column 8 is 72.,codex,,,
update,Wayne,2,harris,9,42,42,,Visual review of Wayne page 2 shows harris column 9 is 42.,codex,,,
update,Wayne,2,harris,10,177,177,,Visual review of Wayne page 2 shows harris column 10 is 177.,codex,,,
update,Wayne,2,harris,11,23,23,,Visual review of Wayne page 2 shows harris column 11 is 23.,codex,,,
update,Wayne,3,harris,1,1,47,,Visual review of Wayne page 3 shows harris column 1 is 47.,codex,,,
update,Wayne,3,harris,2,0,91,,Visual review of Wayne page 3 shows harris column 2 is 91.,codex,,,
update,Wayne,3,harris,3,0,205,,Visual review of Wayne page 3 shows harris column 3 is 205.,codex,,,
update,Wayne,3,harris,4,2,8,,Visual review of Wayne page 3 shows harris column 4 is 8.,codex,,,
update,Wayne,3,harris,5,7,413,,Visual review of Wayne page 3 shows harris column 5 is 413.,codex,,,
update,Wayne,3,harris,6,1,410,,Visual review of Wayne page 3 shows harris column 6 is 410.,codex,,,
update,Wayne,3,harris,7,0,187,,Visual review of Wayne page 3 shows harris column 7 is 187.,codex,,,
update,Wayne,3,harris,8,0,204,,Visual review of Wayne page 3 shows harris column 8 is 204.,codex,,,
update,Wayne,3,harris,9,1,135,,Visual review of Wayne page 3 shows harris column 9 is 135.,codex,,,
update,Wayne,3,harris,10,0,227,,Visual review of Wayne page 3 shows harris column 10 is 227.,codex,,,
update,Wayne,3,harris,11,0,157,,Visual review of Wayne page 3 shows harris column 11 is 157.,codex,,,
update,Wayne,4,harris,1,3028,3028,,Visual review of Wayne page 4 shows harris column 1 is 3028.,codex,,,
update,Wayne,2,pinkins,1,81,81,,Visual review of Wayne page 2 shows pinkins column 1 is 81.,codex,,,
update,Wayne,2,pinkins,2,280,66,,Visual review of Wayne page 2 shows pinkins column 2 is 66.,codex,,,
update,Wayne,2,pinkins,3,44,280,,Visual review of Wayne page 2 shows pinkins column 3 is 280.,codex,,,
update,Wayne,2,pinkins,4,170,148,,Visual review of Wayne page 2 shows pinkins column 4 is 148.,codex,,,
update,Wayne,2,pinkins,5,25,43,,Visual review of Wayne page 2 shows pinkins column 5 is 43.,codex,,,
add,Wayne,2,pinkins,6,,38,,Visual review of Wayne page 2 shows pinkins column 6 is 38.,codex,,,
add,Wayne,2,pinkins,7,,11,,Visual review of Wayne page 2 shows pinkins column 7 is 11.,codex,,,
add,Wayne,2,pinkins,8,,71,,Visual review of Wayne page 2 shows pinkins column 8 is 71.,codex,,,
add,Wayne,2,pinkins,9,,44,,Visual review of Wayne page 2 shows pinkins column 9 is 44.,codex,,,
add,Wayne,2,pinkins,10,,170,,Visual review of Wayne page 2 shows pinkins column 10 is 170.,codex,,,
add,Wayne,2,pinkins,11,,25,,Visual review of Wayne page 2 shows pinkins column 11 is 25.,codex,,,
update,Wayne,3,pinkins,1,47,47,,Visual review of Wayne page 3 shows pinkins column 1 is 47.,codex,,,
update,Wayne,3,pinkins,2,403,97,,Visual review of Wayne page 3 shows pinkins column 2 is 97.,codex,,,
update,Wayne,3,pinkins,3,410,216,,Visual review of Wayne page 3 shows pinkins column 3 is 216.,codex,,,
update,Wayne,3,pinkins,4,183,8,,Visual review of Wayne page 3 shows pinkins column 4 is 8.,codex,,,
update,Wayne,3,pinkins,5,208,403,,Visual review of Wayne page 3 shows pinkins column 5 is 403.,codex,,,
update,Wayne,3,pinkins,6,163,410,,Visual review of Wayne page 3 shows pinkins column 6 is 410.,codex,,,
add,Wayne,3,pinkins,7,,183,,Visual review of Wayne page 3 shows pinkins column 7 is 183.,codex,,,
add,Wayne,3,pinkins,8,,208,,Visual review of Wayne page 3 shows pinkins column 8 is 208.,codex,,,
add,Wayne,3,pinkins,9,,132,,Visual review of Wayne page 3 shows pinkins column 9 is 132.,codex,,,
add,Wayne,3,pinkins,10,,231,,Visual review of Wayne page 3 shows pinkins column 10 is 231.,codex,,,
add,Wayne,3,pinkins,11,,163,,Visual review of Wayne page 3 shows pinkins column 11 is 163.,codex,,,
update,Wayne,4,pinkins,1,3075,3075,,Visual review of Wayne page 4 shows pinkins column 1 is 3075.,codex,,,
update,Wayne,2,wicker,1,1172,548,,Visual review of Wayne page 2 shows wicker column 1 is 548.,codex,,,
update,Wayne,2,wicker,2,286,98,,Visual review of Wayne page 2 shows wicker column 2 is 98.,codex,,,
add,Wayne,2,wicker,3,,243,,Visual review of Wayne page 2 shows wicker column 3 is 243.,codex,,,
add,Wayne,2,wicker,4,,74,,Visual review of Wayne page 2 shows wicker column 4 is 74.,codex,,,
add,Wayne,2,wicker,5,,208,,Visual review of Wayne page 2 shows wicker column 5 is 208.,codex,,,
add,Wayne,2,wicker,6,,1172,,Visual review of Wayne page 2 shows wicker column 6 is 1172.,codex,,,
add,Wayne,2,wicker,7,,286,,Visual review of Wayne page 2 shows wicker column 7 is 286.,codex,,,
add,Wayne,2,wicker,8,,338,,Visual review of Wayne page 2 shows wicker column 8 is 338.,codex,,,
add,Wayne,2,wicker,9,,156,,Visual review of Wayne page 2 shows wicker column 9 is 156.,codex,,,
add,Wayne,2,wicker,10,,93,,Visual review of Wayne page 2 shows wicker column 10 is 93.,codex,,,
add,Wayne,2,wicker,11,,101,,Visual review of Wayne page 2 shows wicker column 11 is 101.,codex,,,
update,Wayne,3,wicker,1,240,240,,Visual review of Wayne page 3 shows wicker column 1 is 240.,codex,,,
update,Wayne,3,wicker,2,176,274,,Visual review of Wayne page 3 shows wicker column 2 is 274.,codex,,,
update,Wayne,3,wicker,3,34,371,,Visual review of Wayne page 3 shows wicker column 3 is 371.,codex,,,
update,Wayne,3,wicker,4,357,176,,Visual review of Wayne page 3 shows wicker column 4 is 176.,codex,,,
update,Wayne,3,wicker,5,527,34,,Visual review of Wayne page 3 shows wicker column 5 is 34.,codex,,,
update,Wayne,3,wicker,6,89,357,,Visual review of Wayne page 3 shows wicker column 6 is 357.,codex,,,
add,Wayne,3,wicker,7,,527,,Visual review of Wayne page 3 shows wicker column 7 is 527.,codex,,,
add,Wayne,3,wicker,8,,89,,Visual review of Wayne page 3 shows wicker column 8 is 89.,codex,,,
add,Wayne,3,wicker,9,,103,,Visual review of Wayne page 3 shows wicker column 9 is 103.,codex,,,
add,Wayne,3,wicker,10,,209,,Visual review of Wayne page 3 shows wicker column 10 is 209.,codex,,,
add,Wayne,3,wicker,11,,325,,Visual review of Wayne page 3 shows wicker column 11 is 325.,codex,,,
update,Wayne,4,wicker,1,6022,6022,,Visual review of Wayne page 4 shows wicker column 1 is 6022.,codex,,,
update,Attala,3,harris,1,13,13,,Visual review of Attala page 3 shows harris column 1 is 13.,codex,,,
update,Attala,3,harris,2,9,6,,Visual review of Attala page 3 shows harris column 2 is 6.,codex,,,
update,Attala,3,harris,3,63,162,,Visual review of Attala page 3 shows harris column 3 is 162.,codex,,,
update,Attala,3,harris,4,4,88,,Visual review of Attala page 3 shows harris column 4 is 88.,codex,,,
update,Attala,3,harris,5,54,13,,Visual review of Attala page 3 shows harris column 5 is 13.,codex,,,
update,Attala,3,harris,6,129,54,,Visual review of Attala page 3 shows harris column 6 is 54.,codex,,,
update,Attala,3,harris,7,85,125,,Visual review of Attala page 3 shows harris column 7 is 125.,codex,,,
update,Attala,3,harris,8,63,85,,Visual review of Attala page 3 shows harris column 8 is 85.,codex,,,
add,Attala,3,harris,9,,94,,Visual review of Attala page 3 shows harris column 9 is 94.,codex,,,
add,Attala,3,harris,10,,34,,Visual review of Attala page 3 shows harris column 10 is 34.,codex,,,
add,Attala,3,harris,11,,633,,Visual review of Attala page 3 shows harris column 11 is 633.,codex,,,
add,Attala,4,harris,1,,237,,Visual review of Attala page 4 shows harris column 1 is 237.,codex,,,
add,Attala,4,harris,2,,63,,Visual review of Attala page 4 shows harris column 2 is 63.,codex,,,
add,Attala,4,harris,3,,23,,Visual review of Attala page 4 shows harris column 3 is 23.,codex,,,
add,Attala,4,harris,4,,461,,Visual review of Attala page 4 shows harris column 4 is 461.,codex,,,
add,Attala,4,harris,5,,272,,Visual review of Attala page 4 shows harris column 5 is 272.,codex,,,
add,Attala,4,harris,6,,191,,Visual review of Attala page 4 shows harris column 6 is 191.,codex,,,
add,Attala,4,harris,7,,7,,Visual review of Attala page 4 shows harris column 7 is 7.,codex,,,
add,Attala,4,harris,8,,291,,Visual review of Attala page 4 shows harris column 8 is 291.,codex,,,
add,Attala,4,harris,9,,78,,Visual review of Attala page 4 shows harris column 9 is 78.,codex,,,
add,Attala,4,harris,10,,2930,,Visual review of Attala page 4 shows harris column 10 is 2930.,codex,,,
update,Attala,3,trump,1,1,87,,Visual review of Attala page 3 shows trump column 1 is 87.,codex,,,
update,Attala,3,trump,2,87,188,,Visual review of Attala page 3 shows trump column 2 is 188.,codex,,,
update,Attala,3,trump,3,188,492,,Visual review of Attala page 3 shows trump column 3 is 492.,codex,,,
update,Attala,3,trump,4,492,197,,Visual review of Attala page 3 shows trump column 4 is 197.,codex,,,
update,Attala,3,trump,5,187,186,,Visual review of Attala page 3 shows trump column 5 is 186.,codex,,,
update,Attala,3,trump,6,18,175,,Visual review of Attala page 3 shows trump column 6 is 175.,codex,,,
update,Attala,3,trump,7,175,131,,Visual review of Attala page 3 shows trump column 7 is 131.,codex,,,
update,Attala,3,trump,8,131,166,,Visual review of Attala page 3 shows trump column 8 is 166.,codex,,,
update,Attala,3,trump,9,166,156,,Visual review of Attala page 3 shows trump column 9 is 156.,codex,,,
update,Attala,3,trump,10,156,252,,Visual review of Attala page 3 shows trump column 10 is 252.,codex,,,
update,Attala,3,trump,11,252,250,,Visual review of Attala page 3 shows trump column 11 is 250.,codex,,,
update,Attala,4,trump,1,419,419,,Visual review of Attala page 4 shows trump column 1 is 419.,codex,,,
update,Attala,4,trump,2,129,129,,Visual review of Attala page 4 shows trump column 2 is 129.,codex,,,
update,Attala,4,trump,3,227,227,,Visual review of Attala page 4 shows trump column 3 is 227.,codex,,,
update,Attala,4,trump,4,260,260,,Visual review of Attala page 4 shows trump column 4 is 260.,codex,,,
update,Attala,4,trump,5,35,352,,Visual review of Attala page 4 shows trump column 5 is 352.,codex,,,
update,Attala,4,trump,6,30,80,,Visual review of Attala page 4 shows trump column 6 is 80.,codex,,,
update,Attala,4,trump,7,117,117,,Visual review of Attala page 4 shows trump column 7 is 117.,codex,,,
update,Attala,4,trump,8,701,701,,Visual review of Attala page 4 shows trump column 8 is 701.,codex,,,
update,Attala,4,trump,9,158,158,,Visual review of Attala page 4 shows trump column 9 is 158.,codex,,,
update,Attala,4,trump,10,4723,4723,,Visual review of Attala page 4 shows trump column 10 is 4723.,codex,,,
update,Attala,3,pinkins,1,13,13,,Visual review of Attala page 3 shows pinkins column 1 is 13.,codex,,,
update,Attala,3,pinkins,2,8,8,,Visual review of Attala page 3 shows pinkins column 2 is 8.,codex,,,
update,Attala,3,pinkins,3,148,148,,Visual review of Attala page 3 shows pinkins column 3 is 148.,codex,,,
update,Attala,3,pinkins,4,83,83,,Visual review of Attala page 3 shows pinkins column 4 is 83.,codex,,,
update,Attala,3,pinkins,5,12,12,,Visual review of Attala page 3 shows pinkins column 5 is 12.,codex,,,
update,Attala,3,pinkins,6,47,47,,Visual review of Attala page 3 shows pinkins column 6 is 47.,codex,,,
