state,election_year,county,county_fips,jurisdiction_id,office_name,office_type,address_line_1,address_line_2,city,state_abbrev,zip,phone,precinct_count,precinct_split_count,precincts_with_splits,routing_priority,statewide_request_status,county_followup_status,result_records_needed,turnout_records_needed,geometry_records_needed,admin_records_needed,jur_source_file,jur_source_url,precinct_count_source_url,precinct_count_local_file,notes
IN,2024,Tippecanoe County,18157,1028,Tippecanoe County Board Of Elections And Registration,Election Board,20 N 3rd St,,Lafayette,In,47901,765-423-9303,117,16,27,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18157_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18157_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Tipton County,18159,1033,Tipton County Voter Registration,Election Board,101 E Jefferson Street,,Tipton,In,46072,765-675-2795,15,10,5,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18159_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18159_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Union County,18161,1042,Union County Voter Registration,Election Board,26 West Union Street,,Liberty,In,47353,765-458-6121,10,0,0,standard,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18161_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18161_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Vanderburgh County,18163,1003,Election Board,Election Board,Po Box 3343,,Evansville,In,47732-3343,812-435-5123,139,6,5,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18163_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18163_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Vermillion County,18165,1083,Vermillion County Election Board,Election Board,Po Box 10,,Newport,In,47966,765-492-5350,17,7,7,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18165_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18165_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Vigo County,18167,1068,Vigo County Election Board,Election Board,33 S. 3rd St,,Terre Haute,In,47807-3425,812-462-3214,89,6,6,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18167_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18167_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Wabash County,18169,1051,Wabash County Voter Registration,Voter Registration,69 W Hill Street,,Wabash,In,46992,260-563-0661,26,14,11,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18169_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18169_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Warren County,18171,1067,Warren County Voter Registration,Election Board,125 N Monroe Street,,Williamsport,In,47993,765-762-2834,13,6,6,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18171_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18171_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Warrick County,18173,1057,Election Board,Election Board,One County Square Suite 220,,Boonville,In,47601,812-897-6161,53,17,13,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18173_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18173_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Washington County,18175,1052,Washington County Election And Voter Services Office,Election Board,"Stephanie K. Rockey, Clerk Of Courts","801 S. JACKSON STREET, SUITE 102",Salem,In,47167,812-883-5748,19,8,6,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18175_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18175_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Wayne County,18177,1080,Wayne County Clerk - Voter Registration,Election Board,301 E Main St,,Richmond,In,47374,765-973-9304,59,34,21,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18177_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18177_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Wells County,18179,1069,Wells County Voter Registration,Election Board,"102 W Market Street, Suite 201",,Bluffton,In,46714,260-824-6479,22,13,10,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18179_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18179_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,White County,18181,1058,White County Voter Registration,Election Board,Po Box 350,,Monticello,In,47960,574-583-1531,20,12,11,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18181_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18181_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Whitley County,18183,1082,Whitley County Election Board,Election Board,101 W Van Buren St,,Columbia City,In,46725,260-248-3164,33,8,8,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18183_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18183_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
