state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,dem_dropoff,rep_dropoff
NY,2024,Richmond County,AD 63 ED 040,393,343,43,779,0,0,0,-14.5,15.74
NY,2024,Richmond County,AD 63 ED 041,555,345,26,926,0,0,0,-6.13,9.86
NY,2024,Richmond County,AD 63 ED 042,341,342,7,690,0,0,0,-5.57,9.06
NY,2024,Richmond County,AD 63 ED 043,306,310,29,645,0,0,0,-9.15,10
NY,2024,Richmond County,AD 63 ED 044,370,569,12,951,0,0,0,-3.24,5.27
NY,2024,Richmond County,AD 63 ED 045,318,540,10,868,0,0,0,-3.77,5
NY,2024,Richmond County,AD 63 ED 046,305,559,15,879,0,0,0,-10.82,9.66
NY,2024,Richmond County,AD 63 ED 047,301,535,22,858,0,0,0,-2.33,5.61
NY,2024,Richmond County,AD 63 ED 048,217,425,16,658,0,0,0,-11.06,9.88
NY,2024,Richmond County,AD 63 ED 049,234,464,15,713,0,0,0,-13.68,8.19
NY,2024,Richmond County,AD 63 ED 050,14,39,1,54,0,0,0,7.14,0
NY,2024,Richmond County,AD 63 ED 051,223,644,35,902,0,0,0,-12.56,5.12
NY,2024,Richmond County,AD 63 ED 052,332,723,22,1077,0,0,0,-13.25,6.92
NY,2024,Richmond County,AD 63 ED 053,320,363,18,701,0,0,0,-9.06,9.92
NY,2024,Richmond County,AD 63 ED 054,268,615,7,890,0,0,0,-8.96,8.13
NY,2024,Richmond County,AD 63 ED 055,180,548,18,746,0,0,0,-13.89,6.2
NY,2024,Richmond County,AD 63 ED 056,278,544,21,843,0,0,0,-8.63,5.33
NY,2024,Richmond County,AD 63 ED 057,223,524,10,757,0,0,0,-7.62,5.92
NY,2024,Richmond County,AD 63 ED 058,238,509,14,761,0,0,0,-12.61,8.06
NY,2024,Richmond County,AD 63 ED 059,305,637,4,946,0,0,0,-11.8,9.42
NY,2024,Richmond County,AD 63 ED 060,175,846,14,1035,0,0,0,-26.86,9.34
NY,2024,Richmond County,AD 63 ED 061,297,638,14,949,0,0,0,-11.45,7.05
NY,2024,Richmond County,AD 63 ED 062,225,439,7,671,0,0,0,-14.67,7.74
NY,2024,Richmond County,AD 63 ED 063,196,507,5,708,0,0,0,-11.22,8.68
NY,2024,Richmond County,AD 63 ED 064,200,485,12,697,0,0,0,-10,5.15
NY,2024,Richmond County,AD 63 ED 065,150,338,3,491,0,0,0,-2.67,2.96
NY,2024,Richmond County,AD 63 ED 071,148,399,6,553,0,0,0,-22.97,10.53
NY,2024,Richmond County,AD 63 ED 075,111,129,10,250,0,0,0,-5.41,10.85
NY,2024,Richmond County,AD 63 ED 076,461,535,13,1009,0,0,0,-8.89,8.41
NY,2024,Richmond County,AD 64 ED 001,258,844,10,1112,0,0,0,-13.57,5.21
NY,2024,Richmond County,AD 64 ED 002,244,908,14,1166,0,0,0,-18.85,5.4
NY,2024,Richmond County,AD 64 ED 003,314,921,8,1243,0,0,0,-8.28,4.99
NY,2024,Richmond County,AD 64 ED 004,239,745,13,997,0,0,0,-5.86,4.16
NY,2024,Richmond County,AD 64 ED 005,259,930,11,1200,0,0,0,-6.18,4.3
NY,2024,Richmond County,AD 64 ED 006,243,890,9,1142,0,0,0,-6.58,4.27
NY,2024,Richmond County,AD 64 ED 007,265,822,10,1097,0,0,0,-13.96,5.96
NY,2024,Richmond County,AD 64 ED 008,302,794,10,1106,0,0,0,-10.26,6.05
NY,2024,Richmond County,AD 64 ED 009,258,885,8,1151,0,0,0,-10.08,6.1
NY,2024,Richmond County,AD 64 ED 010,233,738,6,977,0,0,0,-6.01,4.88
NY,2024,Richmond County,AD 64 ED 011,278,703,15,996,0,0,0,-5.76,5.55
NY,2024,Richmond County,AD 64 ED 012,382,477,7,866,0,0,0,-3.14,9.64
NY,2024,Richmond County,AD 64 ED 013,272,728,18,1018,0,0,0,-8.46,6.32
NY,2024,Richmond County,AD 64 ED 014,317,783,21,1121,0,0,0,-6.94,5.36
NY,2024,Richmond County,AD 64 ED 015,259,823,16,1098,0,0,0,-13.51,4.25
NY,2024,Richmond County,AD 64 ED 016,319,760,14,1093,0,0,0,-10.66,6.05
NY,2024,Richmond County,AD 64 ED 017,325,745,16,1086,0,0,0,-8.92,6.17
NY,2024,Richmond County,AD 64 ED 018,295,810,17,1122,0,0,0,-14.24,5.93
NY,2024,Richmond County,AD 64 ED 019,159,337,5,501,0,0,0,-2.52,3.86
NY,2024,Richmond County,AD 64 ED 020,8,30,3,41,0,0,0,0,0
NY,2024,Richmond County,AD 64 ED 021,274,813,22,1109,0,0,0,-4.38,1.85
NY,2024,Richmond County,AD 64 ED 022,259,737,17,1013,0,0,0,-13.51,7.6
NY,2024,Richmond County,AD 64 ED 023,239,630,9,878,0,0,0,-7.53,6.03
NY,2024,Richmond County,AD 64 ED 024,307,754,26,1087,0,0,0,-9.45,4.24
NY,2024,Richmond County,AD 64 ED 025,232,591,14,837,0,0,0,-9.48,3.38
NY,2024,Richmond County,AD 64 ED 026,279,177,4,460,0,0,0,2.51,9.6
NY,2024,Richmond County,AD 64 ED 027,279,589,11,879,0,0,0,-6.81,5.77
NY,2024,Richmond County,AD 64 ED 028,240,658,24,922,0,0,0,-14.58,7.75
NY,2024,Richmond County,AD 64 ED 029,276,740,27,1043,0,0,0,-7.97,5.68
NY,2024,Richmond County,AD 64 ED 030,128,316,13,457,0,0,0,-20.31,12.66
NY,2024,Richmond County,AD 64 ED 031,210,515,19,744,0,0,0,-15.71,6.02
NY,2024,Richmond County,AD 64 ED 032,296,757,22,1075,0,0,0,-10.14,8.19
NY,2024,Richmond County,AD 64 ED 033,235,536,27,798,0,0,0,-8.51,4.85
NY,2024,Richmond County,AD 64 ED 034,315,558,33,906,0,0,0,-4.13,3.76
NY,2024,Richmond County,AD 64 ED 035,159,465,36,660,0,0,0,-5.66,2.58
NY,2024,Richmond County,AD 64 ED 036,263,577,25,865,0,0,0,-8.75,6.07
NY,2024,Richmond County,AD 64 ED 037,339,745,12,1096,0,0,0,-1.47,3.89
NY,2024,Richmond County,AD 64 ED 038,189,459,20,668,0,0,0,-6.88,3.27
NY,2024,Richmond County,AD 64 ED 039,227,728,30,985,0,0,0,-8.81,3.3
NY,2024,Richmond County,AD 64 ED 040,276,253,7,536,0,0,0,-2.54,13.04
NY,2024,Richmond County,AD 64 ED 041,252,592,18,862,0,0,0,-8.73,8.78
NY,2024,Richmond County,AD 64 ED 042,232,552,14,798,0,0,0,-7.76,8.88
NY,2024,Richmond County,AD 64 ED 043,255,616,14,885,0,0,0,-2.75,5.36
NY,2024,Richmond County,AD 64 ED 044,265,604,21,890,0,0,0,-9.43,5.96
NY,2024,Richmond County,AD 64 ED 045,326,674,38,1038,0,0,0,-13.5,8.01
NY,2024,Richmond County,AD 64 ED 046,225,384,19,628,0,0,0,-10.67,11.46
NY,2024,Richmond County,AD 64 ED 047,218,345,8,571,0,0,0,-8.72,8.12
NY,2024,Richmond County,AD 64 ED 048,132,394,16,542,0,0,0,-8.33,2.79
NY,2024,Richmond County,AD 64 ED 051,53,73,2,128,0,0,0,-7.55,19.18
NY,2024,Richmond County,AD 64 ED 060,233,480,12,725,0,0,0,-6.44,6.25
NY,2024,Richmond County,AD 64 ED 061,136,304,12,452,0,0,0,-11.03,5.26
NY,2024,Saratoga County,Ballston 1,331,208,6,545,334,221,0,,
NY,2024,Saratoga County,Ballston 2,530,512,2,1044,548,510,0,,
NY,2024,Saratoga County,Ballston 3,716,678,7,1401,681,734,0,,
NY,2024,Saratoga County,Ballston 4,458,422,1,881,415,475,0,,
NY,2024,Saratoga County,Ballston 5,260,244,2,506,246,268,0,,
NY,2024,Saratoga County,Ballston 6,716,625,10,1351,657,718,0,,
NY,2024,Saratoga County,Ballston 7,409,368,2,779,420,372,0,,
NY,2024,Saratoga County,Ballston 8,279,363,3,645,287,367,0,,
NY,2024,Saratoga County,Ballston 9,233,219,3,455,224,246,0,,
NY,2024,Saratoga County,Charlton 1,402,486,4,892,398,511,0,,
NY,2024,Saratoga County,Charlton 2,153,258,3,414,140,280,0,,
NY,2024,Saratoga County,Charlton 3,259,310,6,575,237,349,0,,
NY,2024,Saratoga County,Charlton 4,427,516,2,945,398,562,0,,
NY,2024,Saratoga County,Clifton Park 1,406,325,3,734,399,339,0,,
NY,2024,Saratoga County,Clifton Park 10,455,332,3,790,443,360,0,,
NY,2024,Saratoga County,Clifton Park 11,419,320,1,740,412,347,0,,
NY,2024,Saratoga County,Clifton Park 12,513,454,6,973,532,458,0,,
NY,2024,Saratoga County,Clifton Park 13,308,258,3,569,301,276,0,,
NY,2024,Saratoga County,Clifton Park 14,380,325,9,714,361,361,0,,
NY,2024,Saratoga County,Clifton Park 15,443,375,11,829,427,422,0,,
NY,2024,Saratoga County,Clifton Park 16,367,262,6,635,359,287,0,,
NY,2024,Saratoga County,Clifton Park 17,268,199,2,469,260,216,0,,
NY,2024,Saratoga County,Clifton Park 18,393,284,5,682,391,295,0,,
NY,2024,Saratoga County,Clifton Park 19,407,300,13,720,411,319,0,,
NY,2024,Saratoga County,Clifton Park 2,337,249,2,588,313,283,0,,
NY,2024,Saratoga County,Clifton Park 20,420,281,1,702,387,319,0,,
NY,2024,Saratoga County,Clifton Park 21,440,317,17,774,451,331,0,,
NY,2024,Saratoga County,Clifton Park 22,348,338,5,691,364,334,0,,
NY,2024,Saratoga County,Clifton Park 23,331,287,4,622,325,304,0,,
NY,2024,Saratoga County,Clifton Park 24,354,251,9,614,346,276,0,,
NY,2024,Saratoga County,Clifton Park 25,387,314,3,704,395,323,0,,
NY,2024,Saratoga County,Clifton Park 26,270,236,5,511,284,231,0,,
NY,2024,Saratoga County,Clifton Park 27,288,354,0,642,278,370,0,,
NY,2024,Saratoga County,Clifton Park 28,251,204,2,457,232,230,0,,
NY,2024,Saratoga County,Clifton Park 29,398,324,6,728,390,352,0,,
NY,2024,Saratoga County,Clifton Park 3,237,205,1,443,227,224,0,,
NY,2024,Saratoga County,Clifton Park 30,190,145,5,340,192,150,0,,
NY,2024,Saratoga County,Clifton Park 31,496,427,14,937,504,438,0,,
NY,2024,Saratoga County,Clifton Park 32,283,237,2,522,294,237,0,,
NY,2024,Saratoga County,Clifton Park 33,363,300,2,665,370,304,0,,
NY,2024,Saratoga County,Clifton Park 34,548,431,11,990,562,441,0,,
NY,2024,Saratoga County,Clifton Park 4,537,450,7,994,506,504,0,,
NY,2024,Saratoga County,Clifton Park 5,134,164,0,298,123,176,0,,
NY,2024,Saratoga County,Clifton Park 6,356,315,1,672,350,338,0,,
NY,2024,Saratoga County,Clifton Park 7,197,155,1,353,185,175,0,,
NY,2024,Saratoga County,Clifton Park 8,454,305,8,767,452,328,0,,
NY,2024,Saratoga County,Clifton Park 9,185,97,2,284,188,103,0,,
NY,2024,Saratoga County,Corinth 1,168,332,0,500,213,296,0,,
NY,2024,Saratoga County,Corinth 2,171,435,1,607,233,377,0,,
NY,2024,Saratoga County,Corinth 3,235,420,0,655,265,393,0,,
NY,2024,Saratoga County,Corinth 4,142,298,0,440,157,287,0,,
NY,2024,Saratoga County,Corinth 5,241,530,0,771,296,484,0,,
NY,2024,Saratoga County,Day 1,187,365,1,553,216,354,0,,
NY,2024,Saratoga County,Edinburg 1,249,665,4,918,308,620,0,,
NY,2024,Saratoga County,Galway 1,261,454,1,716,288,438,0,,
NY,2024,Saratoga County,Galway 2,338,468,1,807,315,499,0,,
NY,2024,Saratoga County,Galway 3,240,452,1,693,247,464,0,,
NY,2024,Saratoga County,Greenfield 1,331,304,3,638,352,295,0,,
NY,2024,Saratoga County,Greenfield 2,239,292,2,533,264,274,0,,
NY,2024,Saratoga County,Greenfield 3,254,323,0,577,291,295,0,,
NY,2024,Saratoga County,Greenfield 4,358,204,1,563,354,220,0,,
NY,2024,Saratoga County,Greenfield 5,336,397,1,734,354,397,0,,
NY,2024,Saratoga County,Greenfield 6,235,286,2,523,259,272,0,,
NY,2024,Saratoga County,Greenfield 7,194,280,2,476,232,250,0,,
NY,2024,Saratoga County,Greenfield 8,264,250,0,514,301,219,0,,
NY,2024,Saratoga County,Hadley 1,134,364,2,500,169,335,0,,
NY,2024,Saratoga County,Hadley 2,165,377,1,543,205,344,0,,
NY,2024,Saratoga County,Halfmoon 1,290,367,12,669,299,380,0,,
NY,2024,Saratoga County,Halfmoon 10,311,256,3,570,347,226,0,,
NY,2024,Saratoga County,Halfmoon 11,657,634,10,1301,724,591,0,,
NY,2024,Saratoga County,Halfmoon 12,377,478,5,860,394,478,0,,
NY,2024,Saratoga County,Halfmoon 13,209,150,1,360,212,153,0,,
NY,2024,Saratoga County,Halfmoon 14,350,338,3,691,352,347,0,,
NY,2024,Saratoga County,Halfmoon 15,126,118,2,246,157,91,0,,
NY,2024,Saratoga County,Halfmoon 16,109,130,0,239,129,116,0,,
NY,2024,Saratoga County,Halfmoon 17,152,113,3,268,173,102,0,,
NY,2024,Saratoga County,Halfmoon 18,441,583,1,1025,449,590,0,,
NY,2024,Saratoga County,Halfmoon 19,332,233,1,566,301,270,0,,
NY,2024,Saratoga County,Halfmoon 2,358,398,3,759,373,398,0,,
NY,2024,Saratoga County,Halfmoon 3,499,527,4,1030,479,567,0,,
NY,2024,Saratoga County,Halfmoon 4,531,543,3,1077,553,537,0,,
NY,2024,Saratoga County,Halfmoon 5,291,280,4,575,295,293,0,,
NY,2024,Saratoga County,Halfmoon 6,366,393,2,761,401,368,0,,
NY,2024,Saratoga County,Halfmoon 7,435,364,7,806,448,366,0,,
NY,2024,Saratoga County,Halfmoon 8,337,281,7,625,344,294,0,,
NY,2024,Saratoga County,Halfmoon 9,508,481,14,1003,538,487,0,,
NY,2024,Saratoga County,Malta 1,561,531,4,1096,561,550,0,,
NY,2024,Saratoga County,Malta 10,344,373,1,718,359,376,0,,
NY,2024,Saratoga County,Malta 11,394,387,3,784,394,400,0,,
NY,2024,Saratoga County,Malta 12,475,412,1,888,476,421,0,,
NY,2024,Saratoga County,Malta 2,680,647,8,1335,740,605,0,,
NY,2024,Saratoga County,Malta 3,382,219,5,606,381,228,0,,
NY,2024,Saratoga County,Malta 4,302,259,2,563,294,277,0,,
NY,2024,Saratoga County,Malta 5,267,337,1,605,281,330,0,,
NY,2024,Saratoga County,Malta 6,615,447,5,1067,611,465,0,,
NY,2024,Saratoga County,Malta 7,326,251,4,581,340,251,0,,
NY,2024,Saratoga County,Malta 8,430,366,3,799,442,363,0,,
NY,2024,Saratoga County,Malta 9,210,231,0,441,209,243,0,,
NY,2024,Saratoga County,Mechanicville 1,186,241,0,427,211,218,0,,
NY,2024,Saratoga County,Mechanicville 2,113,175,4,292,150,146,0,,
NY,2024,Saratoga County,Mechanicville 3,147,194,0,341,168,178,0,,
NY,2024,Saratoga County,Mechanicville 4,119,207,1,327,161,170,0,,
NY,2024,Saratoga County,Mechanicville 5,170,178,0,348,168,188,0,,
NY,2024,Saratoga County,Mechanicville 6,135,203,0,338,169,178,0,,
NY,2024,Saratoga County,Milton 1,698,449,6,1153,686,489,0,,
NY,2024,Saratoga County,Milton 10,528,440,5,973,512,484,0,,
NY,2024,Saratoga County,Milton 11,253,270,2,525,260,272,0,,
NY,2024,Saratoga County,Milton 12,238,380,2,620,252,376,0,,
NY,2024,Saratoga County,Milton 13,619,576,1,1196,665,545,0,,
NY,2024,Saratoga County,Milton 14,402,279,2,683,373,318,0,,
NY,2024,Saratoga County,Milton 2,358,370,0,728,359,383,0,,
NY,2024,Saratoga County,Milton 3,97,113,1,211,101,115,0,,
NY,2024,Saratoga County,Milton 4,464,457,4,925,473,462,0,,
NY,2024,Saratoga County,Milton 5,255,231,0,486,273,221,0,,
NY,2024,Saratoga County,Milton 6,215,373,0,588,257,343,0,,
NY,2024,Saratoga County,Milton 7,342,497,5,844,379,474,0,,
NY,2024,Saratoga County,Milton 8,200,172,1,373,187,190,0,,
NY,2024,Saratoga County,Milton 9,540,423,0,963,541,433,0,,
NY,2024,Saratoga County,Moreau 1,223,315,0,538,325,218,0,,
NY,2024,Saratoga County,Moreau 10,450,661,0,1111,617,506,0,,
NY,2024,Saratoga County,Moreau 11,429,394,3,826,477,357,0,,
NY,2024,Saratoga County,Moreau 2,273,278,1,552,332,227,0,,
NY,2024,Saratoga County,Moreau 3,347,312,1,660,396,272,0,,
NY,2024,Saratoga County,Moreau 4,514,692,5,1211,767,455,0,,
NY,2024,Saratoga County,Moreau 5,458,556,1,1015,570,459,0,,
NY,2024,Saratoga County,Moreau 6,356,489,0,845,510,345,0,,
NY,2024,Saratoga County,Moreau 7,251,304,3,558,342,223,0,,
NY,2024,Saratoga County,Moreau 8,193,274,0,467,244,230,0,,
NY,2024,Saratoga County,Moreau 9,289,358,2,649,378,279,0,,
NY,2024,Saratoga County,Northumberland 1,452,655,2,1109,503,622,0,,
NY,2024,Saratoga County,Northumberland 2,311,405,2,718,348,379,0,,
NY,2024,Saratoga County,Northumberland 3,174,336,0,510,217,299,0,,
NY,2024,Saratoga County,Northumberland 4,256,307,1,564,285,286,0,,
NY,2024,Saratoga County,Providence 1,82,263,0,345,86,260,0,,
NY,2024,Saratoga County,Providence 2,254,579,3,836,299,548,0,,
NY,2024,Saratoga County,Saratoga 1,345,293,3,641,368,276,0,,
NY,2024,Saratoga County,Saratoga 2,427,411,0,838,432,421,0,,
NY,2024,Saratoga County,Saratoga 3,235,260,3,498,251,250,0,,
NY,2024,Saratoga County,Saratoga 4,250,345,3,598,273,330,0,,
NY,2024,Saratoga County,Saratoga 5,283,380,3,666,302,375,0,,
NY,2024,Saratoga County,Saratoga Springs 1,505,195,1,701,495,220,0,,
NY,2024,Saratoga County,Saratoga Springs 10,302,187,1,490,318,185,0,,
NY,2024,Saratoga County,Saratoga Springs 11,694,290,7,991,665,343,0,,
NY,2024,Saratoga County,Saratoga Springs 12,387,135,1,523,375,159,0,,
NY,2024,Saratoga County,Saratoga Springs 13,265,136,3,404,232,179,0,,
NY,2024,Saratoga County,Saratoga Springs 14,533,310,6,849,554,313,0,,
NY,2024,Saratoga County,Saratoga Springs 15,354,210,2,566,339,248,0,,
NY,2024,Saratoga County,Saratoga Springs 16,295,214,1,510,302,221,0,,
NY,2024,Saratoga County,Saratoga Springs 17,428,374,5,807,429,394,0,,
NY,2024,Saratoga County,Saratoga Springs 18,292,221,1,514,295,226,0,,
NY,2024,Saratoga County,Saratoga Springs 19,420,258,1,679,426,259,0,,
NY,2024,Saratoga County,Saratoga Springs 2,391,165,0,556,377,187,0,,
NY,2024,Saratoga County,Saratoga Springs 20,391,287,0,678,390,300,0,,
NY,2024,Saratoga County,Saratoga Springs 21,464,209,6,679,429,265,0,,
NY,2024,Saratoga County,Saratoga Springs 22,605,397,5,1007,587,434,0,,
NY,2024,Saratoga County,Saratoga Springs 23,613,318,0,931,602,350,0,,
NY,2024,Saratoga County,Saratoga Springs 24,251,9,0,260,232,29,0,,
NY,2024,Saratoga County,Saratoga Springs 25,253,109,1,363,256,112,0,,
NY,2024,Saratoga County,Saratoga Springs 3,335,166,2,503,347,167,0,,
NY,2024,Saratoga County,Saratoga Springs 4,502,163,5,670,481,208,0,,
NY,2024,Saratoga County,Saratoga Springs 5,438,183,7,628,416,235,0,,
NY,2024,Saratoga County,Saratoga Springs 6,557,230,9,796,548,262,0,,
NY,2024,Saratoga County,Saratoga Springs 7,189,121,3,313,184,134,0,,
NY,2024,Saratoga County,Saratoga Springs 8,433,151,3,587,417,179,0,,
NY,2024,Saratoga County,Saratoga Springs 9,427,154,3,584,405,189,0,,
NY,2024,Saratoga County,Stillwater 1,241,350,5,596,259,345,0,,
NY,2024,Saratoga County,Stillwater 2,352,507,1,860,377,497,0,,
NY,2024,Saratoga County,Stillwater 3,184,368,1,553,200,366,0,,
NY,2024,Saratoga County,Stillwater 4,136,287,1,424,162,269,0,,
NY,2024,Saratoga County,Stillwater 5,665,991,5,1661,709,970,0,,
NY,2024,Saratoga County,Stillwater 6,49,101,0,150,56,101,0,,
NY,2024,Saratoga County,Stillwater 7,112,246,0,358,125,243,0,,
NY,2024,Saratoga County,Stillwater 8,291,357,5,653,297,371,0,,
NY,2024,Saratoga County,Waterford 1,200,180,4,384,196,197,0,,
NY,2024,Saratoga County,Waterford 2,157,218,2,377,193,187,0,,
NY,2024,Saratoga County,Waterford 3,203,240,2,445,199,255,0,,
NY,2024,Saratoga County,Waterford 4,129,214,0,343,131,217,0,,
NY,2024,Saratoga County,Waterford 5,230,232,1,463,197,272,0,,
NY,2024,Saratoga County,Waterford 6,319,430,4,753,339,427,0,,
NY,2024,Saratoga County,Waterford 7,205,288,2,495,234,269,0,,
NY,2024,Saratoga County,Waterford 8,380,421,4,805,392,419,0,,
NY,2024,Saratoga County,Wilton 1,398,372,0,770,367,428,0,,
NY,2024,Saratoga County,Wilton 10,429,252,0,681,416,274,0,,
NY,2024,Saratoga County,Wilton 11,369,274,0,643,379,282,0,,
NY,2024,Saratoga County,Wilton 12,343,244,0,587,320,279,0,,
NY,2024,Saratoga County,Wilton 13,392,323,1,716,380,354,0,,
NY,2024,Saratoga County,Wilton 14,253,198,0,451,275,191,0,,
NY,2024,Saratoga County,Wilton 15,158,114,0,272,157,118,0,,
NY,2024,Saratoga County,Wilton 16,7,2,0,9,5,4,0,,
NY,2024,Saratoga County,Wilton 17,7,6,0,13,9,4,0,,
NY,2024,Saratoga County,Wilton 18,66,54,0,120,70,54,0,,
NY,2024,Saratoga County,Wilton 19,176,120,0,296,172,129,0,,
NY,2024,Saratoga County,Wilton 2,341,280,0,621,354,276,0,,
NY,2024,Saratoga County,Wilton 20,55,56,0,111,58,54,0,,
NY,2024,Saratoga County,Wilton 21,22,15,0,37,20,17,0,,
NY,2024,Saratoga County,Wilton 22,11,0,0,11,8,4,0,,
NY,2024,Saratoga County,Wilton 23,18,39,0,57,17,43,0,,
NY,2024,Saratoga County,Wilton 3,353,287,0,640,343,308,0,,
NY,2024,Saratoga County,Wilton 4,460,445,1,906,505,411,0,,
NY,2024,Saratoga County,Wilton 5,313,293,2,608,302,324,0,,
NY,2024,Saratoga County,Wilton 6,235,298,0,533,249,296,0,,
NY,2024,Saratoga County,Wilton 7,265,201,0,466,264,220,0,,
NY,2024,Saratoga County,Wilton 8,338,265,0,603,347,267,0,,
NY,2024,Saratoga County,Wilton 9,461,433,1,895,495,417,0,,
NY,2024,Schenectady County,0101 DU-01,275,525,0,800,306,461,4788,,
NY,2024,Schenectady County,0102 DU-02,319,515,0,834,338,464,4975,,
NY,2024,Schenectady County,0103 DU-03,404,524,0,928,430,487,5625,,
NY,2024,Schenectady County,0104 DU-04,203,384,0,587,218,350,3502,,
NY,2024,Schenectady County,0105 DU-05,240,388,0,628,256,357,3777,,
NY,2024,Schenectady County,0201 GL-01,419,310,0,729,422,294,4082,,
NY,2024,Schenectady County,0202 GL-02,423,375,0,798,440,332,4353,,
NY,2024,Schenectady County,0203 GL-03,282,448,0,730,298,412,3893,,
NY,2024,Schenectady County,0204 GL-04,354,428,0,782,380,386,4307,,
NY,2024,Schenectady County,0205 GL-05,442,371,0,813,455,333,4452,,
NY,2024,Schenectady County,0206 GL-06,428,537,0,965,438,499,5225,,
NY,2024,Schenectady County,0207 GL-07,361,319,0,680,379,283,3721,,
NY,2024,Schenectady County,0208 GL-08,496,314,0,810,505,288,5794,,
NY,2024,Schenectady County,0209 GL-09,400,289,0,689,409,262,4938,,
NY,2024,Schenectady County,0210 GL-10,570,404,0,974,565,388,6992,,
NY,2024,Schenectady County,0211 GL-11,368,251,0,619,377,222,4443,,
NY,2024,Schenectady County,0212 GL-12,359,376,0,735,383,342,5279,,
NY,2024,Schenectady County,0213 GL-13,469,382,0,851,476,358,4661,,
NY,2024,Schenectady County,0214 GL-14,418,394,0,812,421,376,4405,,
NY,2024,Schenectady County,0215 GL-15,575,503,0,1078,575,462,5791,,
NY,2024,Schenectady County,0216 GL-16,331,284,0,615,341,267,3392,,
NY,2024,Schenectady County,0217 GL-17,317,267,0,584,312,250,3176,,
NY,2024,Schenectady County,0218 GL-18,367,377,0,744,389,339,4005,,
NY,2024,Schenectady County,0219 GL-19,455,383,0,838,467,357,4640,,
NY,2024,Schenectady County,0220 GL-20,395,380,0,775,407,348,4195,,
NY,2024,Schenectady County,0221 GL-21,554,396,0,950,542,377,5177,,
NY,2024,Schenectady County,0222 GL-22,358,314,0,672,371,301,3742,,
NY,2024,Schenectady County,0301 NI-01,608,398,0,1006,609,388,5582,,
NY,2024,Schenectady County,0302 NI-02,673,363,0,1036,688,319,5782,,
NY,2024,Schenectady County,0303 NI-03,452,369,0,821,474,329,4557,,
NY,2024,Schenectady County,0304 NI-04,596,169,0,765,592,160,4317,,
NY,2024,Schenectady County,0305 NI-05,501,205,0,706,496,203,3978,,
NY,2024,Schenectady County,0306 NI-06,394,209,0,603,409,188,3461,,
NY,2024,Schenectady County,0307 NI-07,692,235,0,927,698,223,5334,,
NY,2024,Schenectady County,0308 NI-08,477,268,0,745,476,256,4133,,
NY,2024,Schenectady County,0309 NI-09,564,248,0,812,557,248,4651,,
NY,2024,Schenectady County,0310 NI-10,391,198,0,589,382,202,3298,,
NY,2024,Schenectady County,0311 NI-11,580,280,0,860,572,293,4978,,
NY,2024,Schenectady County,0312 NI-12,272,162,0,434,268,158,2414,,
NY,2024,Schenectady County,0313 NI-13,514,200,0,714,521,190,4076,,
NY,2024,Schenectady County,0314 NI-14,642,347,0,989,651,339,5636,,
NY,2024,Schenectady County,0315 NI-15,585,324,0,909,602,314,5222,,
NY,2024,Schenectady County,0316 NI-16,433,229,0,662,426,221,3681,,
NY,2024,Schenectady County,0317 NI-17,519,249,0,768,519,241,4319,,
NY,2024,Schenectady County,0401 PR-01,249,480,0,729,260,456,3932,,
NY,2024,Schenectady County,0402 PR-02,194,374,0,568,217,338,3068,,
NY,2024,Schenectady County,0501 RO-01,264,510,0,774,286,455,4122,,
NY,2024,Schenectady County,0502 RO-02,267,499,0,766,303,437,4137,,
NY,2024,Schenectady County,0503 RO-03,418,487,0,905,436,438,4903,,
NY,2024,Schenectady County,0504 RO-04,414,651,0,1065,468,569,5807,,
NY,2024,Schenectady County,0505 RO-05,439,526,0,965,480,457,5255,,
NY,2024,Schenectady County,0506 RO-06,319,336,0,655,321,298,3495,,
NY,2024,Schenectady County,0507 RO-07,332,430,0,762,357,370,4128,,
NY,2024,Schenectady County,0508 RO-08,389,403,0,792,415,353,4380,,
NY,2024,Schenectady County,0509 RO-09,351,430,0,781,385,379,4207,,
NY,2024,Schenectady County,0510 RO-10,327,344,0,671,347,296,3655,,
NY,2024,Schenectady County,0511 RO-11,388,432,0,820,422,375,4453,,
NY,2024,Schenectady County,0512 RO-12,306,524,0,830,313,485,4500,,
NY,2024,Schenectady County,0513 RO-13,300,277,0,577,315,240,3141,,
NY,2024,Schenectady County,0514 RO-14,373,441,0,814,401,375,4381,,
NY,2024,Schenectady County,0515 RO-15,290,382,0,672,303,339,3569,,
NY,2024,Schenectady County,0516 RO-16,402,515,0,917,425,456,5012,,
NY,2024,Schenectady County,0517 RO-17,359,400,0,759,369,362,4081,,
NY,2024,Schenectady County,0518 RO-18,369,476,0,845,395,430,4681,,
NY,2024,Schenectady County,0519 RO-19,392,413,0,805,417,361,4346,,
NY,2024,Schenectady County,0520 RO-20,394,521,0,915,414,445,4880,,
NY,2024,Schenectady County,0521 RO-21,272,404,0,676,290,360,3613,,
NY,2024,Schenectady County,0601 SD-01,437,170,0,607,442,129,3301,,
NY,2024,Schenectady County,0602 SD-02,535,152,0,687,538,129,3909,,
NY,2024,Schenectady County,0603 SD-03,349,204,0,553,358,162,2994,,
NY,2024,Schenectady County,0604 SD-04,500,257,0,757,505,214,4171,,
NY,2024,Schenectady County,0605 SD-05,252,236,0,488,258,184,2536,,
