Office,Parish,Ward,Precinct,"Kamala D. Harris, Tim Walz Democratic (DEM)","Jill Stein, Ajamu Baraka Green (GRN)","Chase Oliver, Mike ter Maat Libertarian (LBT)","Donald J. Trump, ""JD"" Vance Republican (REP)","Peter Sonski, Lauren Onak American Solidarity Party (OTH)","Randall Terry, Stephen Broden Constitution Party (OTH)","Mattie Preston, Shannel Conner Godliness, Truth, Justice (OTH)","Cornel West, Melina Abdullah Justice For All (OTH)","Claudia de la Cruz, Karina Garcia Socialism and Liberation (OTH)","Rachele Fruit, Dennis Richter Socialist Workers Party (OTH)","Robert F. Kennedy, Jr., Nicole Shanahan We The People (OTH)"
"Presidential Electors","St. John The Baptist","04","01","13","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","St. John The Baptist","04","02","214","3","0","100","1","0","0","0","0","0","0"
"Presidential Electors","St. John The Baptist","04","03","264","0","0","42","0","0","0","2","0","0","0"
"Presidential Electors","St. John The Baptist","04","04","162","0","0","187","2","0","1","0","0","0","1"
"Presidential Electors","St. John The Baptist","04","05","13","0","0","2","0","0","0","1","0","0","0"
"Presidential Electors","St. John The Baptist","05","01","290","1","0","86","1","0","0","3","1","0","1"
"Presidential Electors","St. John The Baptist","05","02","89","1","0","10","0","0","0","0","0","0","0"
"Presidential Electors","St. John The Baptist","05","03","13","0","1","73","0","0","0","0","0","0","0"
"Presidential Electors","St. John The Baptist","05","04","161","1","2","253","1","0","0","2","0","0","1"
"Presidential Electors","St. John The Baptist","05","05","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","St. John The Baptist","06","01","146","2","0","120","0","0","1","2","0","0","1"
"Presidential Electors","St. John The Baptist","06","02","3","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","St. John The Baptist","06","03","375","0","0","46","1","1","1","2","2","0","1"
"Presidential Electors","St. John The Baptist","06","04","330","2","0","46","0","0","1","1","0","0","1"
"Presidential Electors","St. John The Baptist","06","05","21","0","0","25","0","0","1","0","0","0","0"
"Presidential Electors","St. John The Baptist","07","01","199","0","2","107","0","0","1","1","1","0","2"
"Presidential Electors","St. John The Baptist","07","02","223","6","2","252","0","0","0","0","2","0","1"
"Presidential Electors","St. John The Baptist","07","03","90","0","0","91","0","0","0","1","0","0","1"
"Presidential Electors","St. John The Baptist","07","04","100","1","0","107","0","0","1","1","0","0","0"
"Presidential Electors","St. John The Baptist","Early Voting","","6459","21","9","3450","6","5","10","8","2","0","21"
"Presidential Electors","St. John The Baptist","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","01","57","1","0","47","0","0","1","0","0","0","0"
"Presidential Electors","St. Landry","00","01A","10","0","0","108","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","01B","51","0","0","38","1","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","01C","11","0","0","92","0","1","0","0","0","0","1"
"Presidential Electors","St. Landry","00","01D","6","0","0","57","0","0","1","0","0","0","0"
"Presidential Electors","St. Landry","00","02","119","0","0","108","0","1","0","0","0","0","1"
"Presidential Electors","St. Landry","00","02A","7","0","0","53","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","02B","117","0","0","11","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","02C","8","0","0","107","0","0","0","0","0","0","1"
"Presidential Electors","St. Landry","00","03","192","1","0","129","1","0","0","2","0","1","1"
"Presidential Electors","St. Landry","00","04","62","1","1","497","0","0","0","0","0","0","1"
"Presidential Electors","St. Landry","00","04A","3","1","0","33","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","04B","10","0","0","73","1","0","0","0","0","0","2"
"Presidential Electors","St. Landry","00","05","26","0","0","27","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","06","154","2","2","131","1","2","2","2","1","0","1"
"Presidential Electors","St. Landry","00","07","11","0","1","305","0","1","0","1","0","0","0"
"Presidential Electors","St. Landry","00","07A","44","0","0","160","0","2","0","0","0","0","0"
"Presidential Electors","St. Landry","00","08","122","2","1","186","0","1","0","1","0","0","1"
"Presidential Electors","St. Landry","00","09","480","2","2","217","0","0","0","1","0","2","0"
"Presidential Electors","St. Landry","00","09A","5","0","0","31","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","10","122","0","1","197","0","0","1","0","0","0","1"
"Presidential Electors","St. Landry","00","10A","39","0","0","49","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","11","198","1","0","58","1","0","1","1","0","0","0"
"Presidential Electors","St. Landry","00","11B","104","0","0","5","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","12","275","1","1","33","0","0","0","1","1","0","0"
"Presidential Electors","St. Landry","00","13","53","0","1","151","0","0","1","0","0","0","0"
"Presidential Electors","St. Landry","00","13A","2","0","0","70","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","14","25","1","0","198","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","14A","30","0","0","151","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","14B","123","1","0","128","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","15","181","0","2","335","1","0","1","3","1","0","2"
"Presidential Electors","St. Landry","00","16","18","0","0","349","1","1","1","0","0","0","1"
"Presidential Electors","St. Landry","00","16A","3","0","0","143","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","17","18","0","0","340","0","0","0","0","1","0","3"
"Presidential Electors","St. Landry","00","18","284","0","1","271","0","0","1","0","3","1","1"
"Presidential Electors","St. Landry","00","18A","26","0","0","34","1","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","18B","62","1","0","104","1","2","0","0","0","0","0"
"Presidential Electors","St. Landry","00","19","106","0","1","9","0","0","0","1","0","0","0"
"Presidential Electors","St. Landry","00","19A","115","1","0","14","0","0","2","0","1","0","0"
"Presidential Electors","St. Landry","00","20","160","0","0","64","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","20B","112","0","0","62","0","0","1","0","2","0","0"
"Presidential Electors","St. Landry","00","21","113","2","0","23","1","0","1","1","0","0","0"
"Presidential Electors","St. Landry","00","21A","27","0","0","7","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","22","274","5","1","55","0","0","0","2","0","0","1"
"Presidential Electors","St. Landry","00","22B","49","0","0","5","0","0","0","0","0","1","0"
"Presidential Electors","St. Landry","00","23","269","1","2","20","0","1","2","1","0","0","1"
"Presidential Electors","St. Landry","00","23A","240","2","0","14","2","0","0","0","0","0","1"
"Presidential Electors","St. Landry","00","24","168","1","2","183","0","1","4","0","1","0","1"
"Presidential Electors","St. Landry","00","24B","98","2","0","142","2","0","1","1","0","0","0"
"Presidential Electors","St. Landry","00","25","354","2","1","32","0","0","1","1","1","0","1"
"Presidential Electors","St. Landry","00","26","156","0","2","108","0","0","0","1","1","0","1"
"Presidential Electors","St. Landry","00","26A","68","1","3","23","0","1","0","2","0","0","0"
"Presidential Electors","St. Landry","00","27","180","0","2","209","0","0","0","0","1","0","4"
"Presidential Electors","St. Landry","00","28","81","0","2","182","0","0","1","1","1","0","0"
"Presidential Electors","St. Landry","00","29","153","1","0","315","0","0","0","0","0","1","1"
"Presidential Electors","St. Landry","00","29A","8","2","0","29","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","30","17","2","0","223","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","30A","107","2","3","332","0","2","0","0","0","0","0"
"Presidential Electors","St. Landry","00","30B","15","0","2","170","1","0","0","0","1","0","0"
"Presidential Electors","St. Landry","00","31","153","0","1","236","1","0","1","0","0","0","0"
"Presidential Electors","St. Landry","00","32","128","1","0","401","1","0","0","1","0","0","1"
"Presidential Electors","St. Landry","00","32A","36","0","0","42","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","33","198","0","0","358","3","0","0","0","1","0","0"
"Presidential Electors","St. Landry","00","33A","50","0","0","52","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","34","58","0","2","179","0","1","0","0","0","0","0"
"Presidential Electors","St. Landry","00","34A","26","0","1","188","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","35","441","3","0","404","0","0","1","0","0","1","2"
"Presidential Electors","St. Landry","00","36","250","2","0","62","1","0","0","2","1","0","3"
"Presidential Electors","St. Landry","00","37","50","0","1","180","0","1","1","0","0","0","0"
"Presidential Electors","St. Landry","00","37A","71","0","0","166","1","0","0","0","1","0","0"
"Presidential Electors","St. Landry","00","38","76","0","1","225","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","39","63","2","1","549","0","1","1","0","0","0","2"
"Presidential Electors","St. Landry","00","39A","1","0","0","50","1","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","40","59","0","0","266","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","41","75","1","0","462","0","0","0","0","0","0","1"
"Presidential Electors","St. Landry","00","41A","37","0","0","30","1","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","42","29","1","1","175","0","0","1","0","0","0","1"
"Presidential Electors","St. Landry","00","43","88","2","2","458","1","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","44","26","0","1","176","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","44A","25","0","3","34","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","44B","77","0","1","86","0","0","2","1","0","0","0"
"Presidential Electors","St. Landry","00","45","44","0","0","225","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","46","37","0","0","161","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","47","51","0","0","200","0","1","1","0","1","0","0"
"Presidential Electors","St. Landry","00","48","104","0","0","66","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","49","118","1","2","155","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","50","91","1","0","18","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","50A","18","0","0","27","0","0","0","0","0","0","0"
"Presidential Electors","St. Landry","00","51","157","1","0","41","0","0","0","0","2","0","1"
"Presidential Electors","St. Landry","00","51A","9","0","0","23","0","0","0","0","1","0","0"
"Presidential Electors","St. Landry","00","52","52","3","1","277","0","0","0","0","0","0","1"
"Presidential Electors","St. Landry","Early Voting","","6205","20","15","8592","5","10","20","15","1","3","26"
"Presidential Electors","St. Landry","Provisional Votes","","2","1","0","1","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","01","8","0","0","54","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","02","19","0","0","191","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","03","188","2","1","481","0","1","3","0","1","0","1"
"Presidential Electors","St. Martin","00","04","10","0","1","83","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","05","6","0","0","29","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","06","15","0","0","99","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","07","30","0","0","13","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","08","31","0","0","202","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","09","138","1","1","252","1","0","1","0","0","0","1"
"Presidential Electors","St. Martin","00","10","359","3","2","51","1","0","1","0","1","0","0"
"Presidential Electors","St. Martin","00","11","112","1","0","38","2","1","0","0","0","0","0"
"Presidential Electors","St. Martin","00","12","278","0","2","223","4","0","1","0","0","0","2"
"Presidential Electors","St. Martin","00","13","16","0","0","25","0","0","0","0","1","0","0"
"Presidential Electors","St. Martin","00","14","25","0","1","97","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","15","174","4","0","89","0","1","0","1","0","0","0"
"Presidential Electors","St. Martin","00","16","10","0","1","21","1","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","17","30","1","1","394","1","1","0","0","0","0","2"
"Presidential Electors","St. Martin","00","18","112","0","0","197","0","0","2","0","1","0","1"
"Presidential Electors","St. Martin","00","19","38","0","0","58","0","0","0","0","1","0","0"
"Presidential Electors","St. Martin","00","20","53","0","1","250","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","21","56","0","0","277","0","0","0","0","0","0","1"
"Presidential Electors","St. Martin","00","22","39","1","0","212","0","0","0","0","0","0","1"
"Presidential Electors","St. Martin","00","23","148","0","1","79","0","0","1","0","2","0","1"
"Presidential Electors","St. Martin","00","24","446","2","0","188","2","0","0","4","0","0","3"
"Presidential Electors","St. Martin","00","25","18","1","1","67","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","26","65","0","1","93","1","0","0","1","0","0","1"
"Presidential Electors","St. Martin","00","27","47","1","0","27","0","1","0","0","0","0","2"
"Presidential Electors","St. Martin","00","28","238","0","3","450","2","1","2","0","0","0","0"
"Presidential Electors","St. Martin","00","29","199","2","2","415","1","1","0","1","0","0","2"
"Presidential Electors","St. Martin","00","30","44","0","1","124","1","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","31","15","1","0","207","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","32","1","0","0","40","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","33","233","4","0","203","0","0","0","0","0","0","4"
"Presidential Electors","St. Martin","00","34","104","2","1","229","0","1","1","0","0","0","2"
"Presidential Electors","St. Martin","00","35","123","0","1","426","3","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","36","33","0","0","50","0","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","37","76","1","2","240","1","0","0","0","0","0","0"
"Presidential Electors","St. Martin","00","38","67","0","0","357","2","0","0","1","0","1","0"
"Presidential Electors","St. Martin","00","39","64","1","1","318","1","0","0","0","1","0","0"
"Presidential Electors","St. Martin","00","40","178","1","1","215","0","0","1","0","0","1","0"
"Presidential Electors","St. Martin","00","41","57","2","0","305","2","2","2","0","1","0","1"
"Presidential Electors","St. Martin","00","42","183","3","1","396","0","0","1","0","0","0","3"
"Presidential Electors","St. Martin","00","43","40","0","1","182","0","0","0","0","0","0","1"
"Presidential Electors","St. Martin","Early Voting","","3158","21","18","9519","8","3","13","4","2","0","25"
"Presidential Electors","St. Martin","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","01","2","0","0","43","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","02","87","1","0","49","0","0","0","0","0","0","2"
"Presidential Electors","St. Mary","00","03","110","1","1","25","0","0","1","0","0","0","0"
"Presidential Electors","St. Mary","00","04","44","0","0","93","0","0","0","0","1","0","1"
"Presidential Electors","St. Mary","00","05","130","0","1","83","0","1","0","1","0","0","1"
"Presidential Electors","St. Mary","00","06","109","0","2","250","0","0","0","1","0","0","1"
"Presidential Electors","St. Mary","00","06A","30","0","2","180","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","07","271","0","1","128","0","0","0","0","0","2","0"
"Presidential Electors","St. Mary","00","08","182","0","2","6","0","0","0","1","0","0","0"
"Presidential Electors","St. Mary","00","09","53","0","0","136","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","10","169","0","1","128","1","1","0","1","0","0","1"
"Presidential Electors","St. Mary","00","11","69","1","0","105","0","1","0","1","0","0","1"
"Presidential Electors","St. Mary","00","12","117","1","0","50","0","0","2","0","0","0","0"
"Presidential Electors","St. Mary","00","13","105","1","0","81","0","0","1","1","0","0","0"
"Presidential Electors","St. Mary","00","14","106","1","0","157","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","15","101","0","1","91","1","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","16","166","0","1","19","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","17","115","1","0","112","0","0","2","0","0","0","3"
"Presidential Electors","St. Mary","00","18","167","1","2","18","0","1","0","0","0","0","1"
"Presidential Electors","St. Mary","00","19","54","1","0","298","2","0","1","0","0","0","2"
"Presidential Electors","St. Mary","00","20","145","0","0","53","1","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","21","53","0","0","201","0","0","1","0","0","0","1"
"Presidential Electors","St. Mary","00","22","81","1","1","366","1","1","0","0","0","0","2"
"Presidential Electors","St. Mary","00","23","60","1","0","160","1","0","1","0","0","0","0"
"Presidential Electors","St. Mary","00","24","107","0","0","217","1","0","1","1","0","0","1"
"Presidential Electors","St. Mary","00","25","269","1","2","113","0","0","3","2","0","0","0"
"Presidential Electors","St. Mary","00","26","166","3","1","196","0","2","0","0","1","0","4"
"Presidential Electors","St. Mary","00","27","90","1","0","158","0","0","0","1","0","0","1"
"Presidential Electors","St. Mary","00","28","37","0","2","241","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","29","41","0","0","342","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","30","41","0","0","241","2","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","31","32","0","0","310","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","32","35","0","0","272","0","0","0","1","0","0","2"
"Presidential Electors","St. Mary","00","33","42","0","0","276","0","1","0","0","0","0","0"
"Presidential Electors","St. Mary","00","34","43","0","3","203","0","0","1","0","0","0","0"
"Presidential Electors","St. Mary","00","35","106","1","1","183","1","1","0","1","0","0","0"
"Presidential Electors","St. Mary","00","36","36","0","0","199","0","0","0","0","0","0","2"
"Presidential Electors","St. Mary","00","37","66","1","0","214","0","0","0","0","0","0","4"
"Presidential Electors","St. Mary","00","38","80","0","0","172","1","0","0","3","0","0","2"
"Presidential Electors","St. Mary","00","39","91","3","0","171","0","0","1","0","1","0","0"
"Presidential Electors","St. Mary","00","40","49","0","1","166","0","0","0","0","0","0","2"
"Presidential Electors","St. Mary","00","41","38","0","2","229","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","42","97","1","0","25","1","0","0","1","0","0","1"
"Presidential Electors","St. Mary","00","43","47","1","2","136","0","0","0","0","0","0","0"
"Presidential Electors","St. Mary","00","44","63","2","0","7","0","0","0","0","0","0","1"
"Presidential Electors","St. Mary","00","45","80","0","1","219","1","0","0","2","0","0","0"
"Presidential Electors","St. Mary","Early Voting","","2828","15","6","6547","3","5","14","0","2","1","17"
"Presidential Electors","St. Mary","Provisional Votes","","1","0","0","2","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","101","88","1","2","452","0","1","1","0","1","0","1"
"Presidential Electors","St. Tammany","00","102","92","2","3","476","1","0","1","0","0","0","10"
"Presidential Electors","St. Tammany","00","103","39","1","4","258","2","1","0","0","0","0","5"
"Presidential Electors","St. Tammany","00","104","53","0","4","187","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","105","56","1","1","227","0","0","0","1","0","0","3"
"Presidential Electors","St. Tammany","00","106","61","1","3","290","0","0","1","0","0","0","1"
"Presidential Electors","St. Tammany","00","106A","72","1","5","330","0","0","1","0","0","0","3"
"Presidential Electors","St. Tammany","00","107","75","2","4","295","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","108","45","0","2","259","1","0","0","1","0","0","0"
"Presidential Electors","St. Tammany","00","110","95","2","4","302","2","0","1","0","1","0","0"
"Presidential Electors","St. Tammany","00","111","107","1","5","499","0","1","1","1","0","0","6"
"Presidential Electors","St. Tammany","00","112","101","2","4","449","0","0","0","1","0","0","1"
"Presidential Electors","St. Tammany","00","113","57","1","4","121","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","114","95","3","3","411","1","1","0","1","0","0","0"
"Presidential Electors","St. Tammany","00","115","55","1","2","253","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","116","46","0","3","206","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","118","73","3","5","323","0","1","0","0","0","0","3"
"Presidential Electors","St. Tammany","00","201","125","4","0","309","1","0","0","0","1","0","1"
"Presidential Electors","St. Tammany","00","202","49","3","3","401","1","1","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","203","56","2","3","594","1","1","2","0","1","0","2"
"Presidential Electors","St. Tammany","00","204","59","2","1","363","0","0","0","0","1","0","2"
"Presidential Electors","St. Tammany","00","205","63","1","0","542","1","0","1","0","0","0","2"
"Presidential Electors","St. Tammany","00","206","20","0","1","158","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","207","31","2","1","227","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","301","59","2","1","353","0","1","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","302","39","1","3","280","1","1","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","303","116","2","4","375","3","0","0","0","2","0","7"
"Presidential Electors","St. Tammany","00","304","194","3","1","294","1","2","0","5","0","0","2"
"Presidential Electors","St. Tammany","00","305","99","1","2","183","1","0","0","0","1","0","1"
"Presidential Electors","St. Tammany","00","306","39","2","3","229","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","307","106","3","1","336","2","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","308","59","1","2","193","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","309","86","1","1","223","0","1","0","0","1","0","3"
"Presidential Electors","St. Tammany","00","310","143","4","6","441","1","2","0","0","0","0","6"
"Presidential Electors","St. Tammany","00","312","93","1","1","215","5","1","0","1","0","0","1"
"Presidential Electors","St. Tammany","00","312A","20","1","0","151","0","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","313","73","2","1","259","0","0","0","3","0","0","2"
"Presidential Electors","St. Tammany","00","314","143","1","4","389","2","0","2","1","0","0","3"
"Presidential Electors","St. Tammany","00","401","124","7","2","303","0","0","3","0","1","0","5"
"Presidential Electors","St. Tammany","00","402","67","3","6","265","0","0","0","1","1","0","1"
"Presidential Electors","St. Tammany","00","403","116","3","2","285","3","0","1","0","1","0","4"
"Presidential Electors","St. Tammany","00","404","59","3","3","206","0","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","405","78","4","3","248","0","1","0","0","0","0","3"
"Presidential Electors","St. Tammany","00","406","28","0","1","179","1","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","407","69","1","8","212","0","1","0","0","1","0","2"
"Presidential Electors","St. Tammany","00","408","129","1","8","369","4","1","0","0","0","0","7"
"Presidential Electors","St. Tammany","00","409","143","4","2","279","0","0","0","0","2","0","3"
"Presidential Electors","St. Tammany","00","410","110","3","2","280","1","0","1","0","0","0","6"
"Presidential Electors","St. Tammany","00","411","68","2","0","302","1","1","0","0","1","0","1"
"Presidential Electors","St. Tammany","00","412","73","6","4","344","1","2","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","413","70","1","4","256","0","0","0","0","0","0","4"
"Presidential Electors","St. Tammany","00","414","62","1","3","239","0","0","1","0","0","0","1"
"Presidential Electors","St. Tammany","00","415","58","2","3","136","5","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","416","58","1","3","231","0","1","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","417","89","2","4","259","0","1","1","1","0","0","2"
"Presidential Electors","St. Tammany","00","418","54","0","5","248","0","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","419","49","0","3","179","0","0","0","0","0","1","2"
"Presidential Electors","St. Tammany","00","420","53","2","1","222","0","1","0","0","0","1","3"
"Presidential Electors","St. Tammany","00","421","69","2","0","202","1","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","422","126","3","4","314","1","1","0","0","0","0","4"
"Presidential Electors","St. Tammany","00","426","58","2","3","150","2","0","0","0","0","1","1"
"Presidential Electors","St. Tammany","00","427","37","0","0","179","1","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","429","53","2","3","158","0","0","1","1","0","0","0"
"Presidential Electors","St. Tammany","00","430","62","3","2","202","0","1","0","0","0","0","3"
"Presidential Electors","St. Tammany","00","501","38","0","0","238","0","0","0","1","0","0","0"
"Presidential Electors","St. Tammany","00","502","61","1","0","446","0","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","503","37","0","1","459","0","0","0","0","0","1","1"
"Presidential Electors","St. Tammany","00","504","37","0","6","283","0","0","1","0","0","0","0"
"Presidential Electors","St. Tammany","00","505","65","5","7","431","0","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","602","39","2","0","423","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","603","34","2","0","447","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","604","49","3","2","548","1","0","1","0","0","0","2"
"Presidential Electors","St. Tammany","00","605","34","0","0","208","0","0","1","0","0","0","3"
"Presidential Electors","St. Tammany","00","606","26","0","2","234","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","609","7","0","0","20","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","701","210","2","2","255","1","0","1","2","0","0","1"
"Presidential Electors","St. Tammany","00","702","180","3","6","232","0","0","1","0","0","0","4"
"Presidential Electors","St. Tammany","00","703","159","1","1","148","0","0","0","0","1","0","4"
"Presidential Electors","St. Tammany","00","704","89","0","3","300","0","1","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","705","47","1","1","128","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","706","102","1","7","371","1","2","1","0","0","0","2"
"Presidential Electors","St. Tammany","00","801","87","1","2","363","1","0","1","2","0","0","5"
"Presidential Electors","St. Tammany","00","802","122","2","1","191","1","0","0","1","0","0","1"
"Presidential Electors","St. Tammany","00","802A","103","1","5","297","1","0","0","1","1","0","2"
"Presidential Electors","St. Tammany","00","803","173","2","3","324","3","0","0","1","1","0","1"
"Presidential Electors","St. Tammany","00","804","108","1","0","412","3","0","0","4","1","0","2"
"Presidential Electors","St. Tammany","00","805","96","2","2","334","1","0","0","1","1","0","0"
"Presidential Electors","St. Tammany","00","806","120","3","0","319","0","0","0","3","1","0","1"
"Presidential Electors","St. Tammany","00","807","72","0","4","278","0","1","0","0","1","0","2"
"Presidential Electors","St. Tammany","00","808","55","0","0","185","0","0","0","1","0","0","0"
"Presidential Electors","St. Tammany","00","809","99","0","0","124","1","0","0","1","0","0","1"
"Presidential Electors","St. Tammany","00","810","121","4","3","341","0","2","0","1","0","0","3"
"Presidential Electors","St. Tammany","00","811","140","2","1","311","0","0","3","1","2","1","2"
"Presidential Electors","St. Tammany","00","812","93","1","8","254","0","0","0","0","0","0","3"
"Presidential Electors","St. Tammany","00","813","30","0","0","70","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","814","243","8","1","67","0","0","1","2","0","1","0"
"Presidential Electors","St. Tammany","00","815","45","0","0","148","0","0","0","1","0","0","0"
"Presidential Electors","St. Tammany","00","815A","20","0","0","52","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","816","100","0","4","232","0","0","1","0","0","0","2"
"Presidential Electors","St. Tammany","00","817","121","1","2","376","0","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","818","168","0","0","45","0","0","0","1","0","0","1"
"Presidential Electors","St. Tammany","00","901","138","1","0","233","0","1","0","1","0","0","0"
"Presidential Electors","St. Tammany","00","902","42","1","0","102","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","903","83","5","4","475","0","0","1","0","0","0","2"
"Presidential Electors","St. Tammany","00","903A","16","0","0","2","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","904","270","3","2","181","1","0","2","2","0","0","2"
"Presidential Electors","St. Tammany","00","905","143","1","1","265","0","3","0","1","0","0","2"
"Presidential Electors","St. Tammany","00","906","59","1","0","102","1","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","907","49","0","1","86","0","0","0","0","0","1","0"
"Presidential Electors","St. Tammany","00","909","47","0","1","113","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","909A","627","2","2","159","0","0","1","3","0","0","0"
"Presidential Electors","St. Tammany","00","910","113","1","3","329","2","1","0","0","0","0","0"
