,,Donald J. Trump and Michael R. Pence,Hillary Rodham Clinton and Timothy Michael Kaine,Gary Johnson and Bill Weld,Evan McMullin and Nathan Johnson,Jill Stein and Ajamu Baraka,Darrell Castle and Scott Bradley,Peter Skewes and Michael Lacy,Total Votes Cast,Overvotes/Undervotes,Total Ballots Cast
,,Republican,Democratic,Libertarian,Independence,Green,Constitution,American,,,
Precinct,Bishopville 03,165,216,5,4,3,0,2,395,6,401
Precinct,Bishopville 04,95,385,1,2,1,1,0,485,2,487
Precinct,Cedar Creek,112,77,2,1,1,0,0,193,2,195
Precinct,Cypress,85,162,4,0,0,0,1,252,4,256
Precinct,Elliott,21,262,3,1,1,0,0,288,3,291
Precinct,Emergency,10,18,2,0,0,0,0,30,1,31
Precinct,Failsafe,0,1,0,0,0,0,0,1,0,1
Precinct,Failsafe Provisional,1,7,0,1,0,0,0,9,0,9
Precinct,Hickory Hill,96,103,0,1,0,1,1,202,2,204
Precinct,Ionia,200,123,4,0,0,0,0,327,2,329
Precinct,Lynchburg,55,361,3,1,0,2,0,422,0,422
Precinct,Manville,90,240,3,2,1,2,1,339,3,342
Precinct,Mt. Clio,23,114,2,0,0,1,0,140,6,146
Precinct,Provisional,3,3,0,0,0,0,0,6,0,6
Precinct,Rattlesnake Springs,119,112,1,2,1,1,0,236,0,236
Precinct,Schrocks Mill/lucknow,149,124,1,1,0,0,1,276,1,277
Precinct,South Lynchburg,47,166,0,1,0,0,1,215,2,217
Precinct,Spring Hill,108,256,0,2,1,4,1,372,4,376
Precinct,St. Charles,122,303,8,0,0,0,0,433,8,441
Precinct,St. Matthews,79,37,1,0,2,0,0,119,1,120
Precinct,Turkey Creek,60,47,0,0,0,1,0,108,0,108
Precinct,Woodrow,23,71,1,0,0,2,0,97,0,97
County,Lexington,80026,35230,3584,1733,894,416,210,122093,1199,123292
Precinct,7 Oaks,379,374,36,17,16,2,0,824,6,830
Precinct,Absentee,18230,8064,476,234,96,63,31,27194,358,27552
Precinct,Amicks Ferry,1320,322,58,29,2,2,5,1738,13,1751
Precinct,Barr Road 01,557,165,20,11,5,3,2,763,8,771
Precinct,Barr Road 02,1045,312,53,35,8,10,1,1464,13,1477
Precinct,Batesburg,481,590,10,5,4,4,2,1096,9,1105
Precinct,Beulah Church,1020,164,40,16,2,0,2,1244,14,1258
Precinct,Boiling Springs,864,162,32,12,3,9,1,1083,11,1094
Precinct,Boiling Springs South,548,103,8,6,5,3,1,674,6,680
Precinct,Bush River,446,367,38,23,9,2,3,888,6,894
Precinct,Carolina Springs,603,251,43,15,11,8,0,931,9,940
Precinct,Cayce Ward No. 01,307,356,49,10,14,3,3,742,11,753
Precinct,Cayce Ward No. 02,327,511,27,12,10,4,2,893,10,903
Precinct,Cayce Ward No. 02-A,429,239,27,7,5,2,3,712,7,719
Precinct,Cayce Ward No. 03,244,160,19,10,6,0,0,439,3,442
Precinct,Cedar Crest,552,260,34,14,10,8,3,881,6,887
Precinct,Chalk Hill,320,1063,21,8,10,5,0,1427,6,1433
Precinct,Challedon,341,447,34,19,16,9,2,868,7,875
Precinct,Chapin,1134,403,52,11,4,9,2,1615,12,1627
Precinct,Coldstream,593,371,54,17,10,5,0,1050,7,1057
Precinct,Congaree 01,733,175,18,4,7,2,2,941,8,949
Precinct,Congaree 02,421,161,13,5,1,0,2,603,5,608
Precinct,Cromer,504,199,25,11,5,2,2,748,10,758
Precinct,Dreher Island,791,119,21,6,4,5,4,950,8,958
Precinct,Dutchman Shores,912,175,42,19,7,3,3,1161,8,1169
Precinct,Edenwood,743,411,32,16,14,6,5,1227,14,1241
Precinct,Edmund 01,370,147,15,9,4,4,2,551,2,553
Precinct,Edmund 02,688,115,22,9,6,7,3,850,1,851
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Emmanuel Church,828,269,32,17,12,0,5,1163,10,1173
Precinct,Failsafe,124,70,4,2,1,0,0,201,1,202
Precinct,Failsafe Provisional,78,43,4,2,1,0,0,128,1,129
Precinct,Fairview,600,162,7,4,4,2,2,781,7,788
Precinct,Faith Church,446,216,34,29,5,4,1,735,8,743
Precinct,Gardendale,358,443,29,10,11,2,1,854,6,860
Precinct,Gaston 01,547,113,15,5,6,1,4,691,6,697
Precinct,Gaston 02,574,242,18,12,4,1,1,852,4,856
Precinct,Gilbert,894,145,26,15,4,3,3,1090,11,1101
Precinct,Grenadier,350,554,24,16,20,4,4,972,10,982
Precinct,Hollow Creek,999,198,35,18,8,3,0,1261,14,1275
Precinct,Hook's Store,574,402,30,12,8,2,2,1030,9,1039
Precinct,Irmo,525,460,36,26,18,5,2,1072,6,1078
Precinct,Kitti Wake,655,301,32,16,10,4,1,1019,6,1025
Precinct,Lake Murray 01,921,194,42,27,10,2,4,1200,8,1208
Precinct,Lake Murray 02,1144,323,67,27,8,8,2,1579,6,1585
Precinct,Leaphart Road,285,203,26,16,5,3,2,540,6,546
Precinct,Leesville,725,466,29,4,6,3,2,1235,13,1248
Precinct,Lexington No. 01,864,348,57,28,17,5,4,1323,14,1337
Precinct,Lexington No. 02,513,269,22,15,10,7,2,838,4,842
Precinct,Lexington No. 03,837,282,48,38,7,6,1,1219,16,1235
Precinct,Lexington No. 04,1017,449,78,26,10,3,2,1585,22,1607
Precinct,Lincreek,652,388,34,25,3,2,2,1106,6,1112
Precinct,Mack-edisto,349,89,8,7,0,4,1,458,2,460
Precinct,Midway,511,148,43,21,3,2,1,729,14,743
Precinct,Mims,563,145,7,9,6,0,3,733,6,739
Precinct,Mount Horeb,832,216,49,21,7,6,2,1133,17,1150
Precinct,Mt. Hebron,473,226,27,10,9,2,0,747,4,751
Precinct,Murraywood,632,375,35,13,16,3,1,1075,10,1085
Precinct,Oakwood,916,343,48,16,16,8,0,1347,11,1358
Precinct,Old Barnwell Road,497,273,33,17,7,3,2,832,9,841
Precinct,Old Lexington,1211,288,79,23,13,8,0,1622,20,1642
Precinct,Park Road 01,616,241,45,24,9,3,0,938,9,947
Precinct,Park Road 02,359,139,17,14,2,3,1,535,5,540
Precinct,Pelion 01,586,94,12,6,8,3,0,709,5,714
Precinct,Pelion 02,615,143,15,7,7,0,1,788,7,795
Precinct,Pilgrim Church,985,317,65,40,9,5,1,1422,14,1436
Precinct,Pine Ridge 01,459,169,31,8,7,2,1,677,2,679
Precinct,Pine Ridge 02,681,350,24,9,8,4,1,1077,10,1087
Precinct,Pineview,660,239,29,15,9,3,7,962,8,970
Precinct,Platt Springs 01,550,152,15,11,4,3,2,737,2,739
Precinct,Platt Springs 02,705,498,52,14,8,2,0,1279,6,1285
Precinct,Pond Branch,843,157,24,18,5,6,2,1055,7,1062
Precinct,Providence Church,1011,227,42,26,6,2,6,1320,11,1331
Precinct,Provisional,77,43,6,1,2,0,0,129,2,131
Precinct,Quail Hollow,582,322,48,11,13,2,3,981,16,997
Precinct,Quail Valley,599,473,30,32,11,5,0,1150,11,1161
Precinct,Red Bank,1133,381,43,28,12,10,4,1611,12,1623
Precinct,Red Bank South 01,828,213,26,12,8,3,0,1090,8,1098
Precinct,Red Bank South 02,587,224,29,11,13,5,1,870,7,877
Precinct,Ridge Road,945,155,31,14,8,3,1,1157,15,1172
Precinct,River Bluff,852,332,60,50,11,5,3,1313,15,1328
Precinct,Round Hill,1278,398,62,34,17,4,6,1799,5,1804
Precinct,Saint David,1026,352,62,23,20,9,0,1492,8,1500
Precinct,Saluda River,437,390,41,21,10,5,0,904,13,917
Precinct,Sandhill,522,238,15,4,7,1,2,789,5,794
Precinct,Sandy Run,343,153,10,5,4,2,0,517,6,523
Precinct,Sharpes Hill,689,250,8,9,3,4,4,967,9,976
Precinct,Springdale,772,267,48,18,6,3,3,1117,12,1129
Precinct,Springdale South,256,119,14,8,5,0,0,402,5,407
Precinct,St. Michaels,869,275,46,20,9,4,3,1226,6,1232
Precinct,Summit,580,145,12,8,5,0,1,751,10,761
Precinct,Swansea 01,402,304,16,2,5,2,2,733,6,739
Precinct,Swansea 02,473,290,10,4,5,5,1,788,10,798
Precinct,West Columbia No. 01,174,197,17,4,8,3,0,403,5,408
Precinct,West Columbia No. 02,65,294,6,0,4,0,1,370,3,373
Precinct,West Columbia No. 03,225,107,20,7,4,1,0,364,4,368
Precinct,West Columbia No. 04,489,305,27,18,7,5,1,852,5,857
Precinct,Westover,614,257,41,19,12,3,1,947,13,960
Precinct,White Knoll,838,279,43,12,14,2,3,1191,4,1195
Precinct,Whitehall,634,471,39,35,13,4,3,1199,18,1217
Precinct,Woodland Hills,271,441,26,14,17,4,2,775,15,790
County,Marion,5444,8569,103,46,65,27,22,14276,140,14416
Precinct,Absentee,1148,2311,21,6,9,5,6,3506,37,3543
Precinct,Brittons Neck,265,552,4,1,3,1,0,826,8,834
Precinct,Centenary,220,448,9,1,3,2,0,683,7,690
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,3,19,1,0,0,1,0,24,0,24
Precinct,Failsafe Provisional,2,2,0,0,0,0,0,4,0,4
Precinct,Friendship,54,141,1,0,0,1,1,198,2,200
Precinct,Marion No. 01,185,379,8,4,1,3,1,581,5,586
Precinct,Marion No. 02,387,289,10,5,5,1,1,698,10,708
Precinct,Marion North,381,366,11,2,1,0,1,762,6,768
Precinct,Marion South,317,951,7,2,6,1,2,1286,6,1292
Precinct,Marion West,406,252,4,5,3,1,0,671,6,677
Precinct,Nichols,239,151,5,1,4,2,0,402,10,412
Precinct,Northeast Mullins,332,576,6,4,6,0,2,926,8,934
Precinct,Northwest Mullins,213,540,2,3,2,1,2,763,4,767
Precinct,Provisional,8,45,0,2,0,0,0,55,1,56
Precinct,Rains,135,292,1,2,3,2,1,436,4,440
Precinct,Sellers,35,96,0,0,1,0,0,132,1,133
Precinct,Southeast Mullins,505,202,6,1,9,1,2,726,5,731
Precinct,Southwest Mullins,293,442,5,2,8,3,0,753,9,762
Precinct,Temperance,197,335,2,3,0,2,3,542,6,548
Precinct,Zion,119,180,0,2,1,0,0,302,5,307
County,Marlboro,4267,5954,70,32,33,20,13,10389,102,10491
Precinct,Absentee,1489,3022,26,12,7,7,2,4565,46,4611
Precinct,Adamsville,95,73,1,1,1,1,1,173,1,174
Precinct,Blenheim,87,52,1,1,0,2,0,143,3,146
Precinct,Brightsville,157,151,3,1,1,0,2,315,4,319
Precinct,Brownsville,128,49,2,1,0,0,0,180,0,180
Precinct,Clio,199,397,5,1,2,1,1,606,4,610
Precinct,E Bennettsville,167,308,4,1,1,3,0,484,7,491
Precinct,East Mccoll,303,76,3,1,0,0,0,383,3,386
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,6,16,0,0,0,0,0,22,0,22
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Mccoll,255,194,3,2,3,2,1,460,7,467
Precinct,N Bennettsville,352,321,5,4,6,0,2,690,5,695
Precinct,Provisional,10,26,0,0,0,0,0,36,2,38
Precinct,Quicks Xroads,175,196,6,1,1,2,1,382,3,385
Precinct,Red Hill,251,179,1,1,2,1,0,435,3,438
Precinct,S Bennettsville,25,275,3,1,4,0,0,308,2,310
Precinct,Tatum,99,80,2,1,1,0,1,184,2,186
Precinct,W Bennettsville,138,282,0,1,2,1,1,425,6,431
Precinct,Wallace,331,257,5,2,2,0,1,598,4,602
County,McCormick,2652,2479,47,17,8,6,7,5216,69,5285
Precinct,Absentee,1017,1067,10,5,2,2,1,2104,24,2128
Precinct,Bethany,57,152,2,3,0,0,0,214,5,219
Precinct,Clarks Hill,138,161,4,2,0,0,0,305,3,308
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,2,3,0,0,0,0,0,5,0,5
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Mccormick No. 01,182,290,7,2,2,3,1,487,6,493
Precinct,Mccormick No. 02,117,244,5,2,0,0,0,368,3,371
Precinct,Modoc,156,14,3,0,0,0,0,173,2,175
Precinct,Monticello,145,46,1,1,0,1,0,194,3,197
Precinct,Mt. Carmel,20,113,2,0,0,0,0,135,3,138
Precinct,Parksville,90,13,2,0,1,0,0,106,3,109
Precinct,Plum Branch,190,200,5,0,1,0,4,400,2,402
Precinct,Provisional,1,0,0,0,0,0,0,1,0,1
Precinct,Savannah,488,120,4,2,2,0,1,617,12,629
Precinct,Willington,49,56,2,0,0,0,0,107,3,110
County,Newberry,10017,6217,313,109,65,34,52,16807,197,17004
Precinct,Absentee,1934,1586,41,21,10,7,12,3611,37,3648
Precinct,Beth-Eden,199,81,11,6,5,2,3,307,4,311
Precinct,Bush River,143,46,0,0,0,0,2,191,5,196
Precinct,Chappells,268,117,7,2,2,2,1,399,9,408
Precinct,Consolidated 05,471,174,10,4,10,1,1,671,6,677
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,30,41,2,2,1,0,0,76,0,76
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Fairview,736,154,22,2,2,2,5,923,6,929
Precinct,Hartford,326,225,15,4,1,1,1,573,6,579
Precinct,Helena,76,344,3,1,0,1,1,426,5,431
Precinct,Johnstone,203,95,2,2,0,2,2,306,3,309
Precinct,Kinards-Jalapa,207,80,2,3,0,0,1,293,8,301
Precinct,Little Mountain,456,162,5,0,0,0,2,625,7,632
Precinct,Maybinton,14,35,0,0,0,0,0,49,1,50
Precinct,Midway,173,23,4,1,1,0,0,202,1,203
Precinct,Mt. Bethel-Garmany,267,305,9,0,3,1,1,586,5,591
Precinct,Newberry Ward 01,82,99,8,0,0,0,0,189,5,194
Precinct,Newberry Ward 02,306,152,26,10,5,0,2,501,8,509
Precinct,Newberry Ward 03,190,216,17,0,0,0,1,424,5,429
Precinct,Newberry Ward 04,35,204,3,2,0,0,0,244,0,244
Precinct,Newberry Ward 05,36,276,8,1,3,0,1,325,5,330
Precinct,Newberry Ward 06,244,232,11,5,5,1,2,500,13,513
Precinct,O'neal,636,141,12,9,5,1,2,806,14,820
Precinct,Oakland,68,250,5,5,1,1,1,331,6,337
Precinct,Peak,65,19,4,0,0,0,0,88,2,90
Precinct,Pomaria,298,94,6,4,0,0,3,405,4,409
Precinct,Prosperity,563,371,17,4,5,1,0,961,4,965
Precinct,Provisional,4,1,0,0,0,0,0,5,0,5
Precinct,Silverstreet,275,128,12,2,0,1,0,418,5,423
Precinct,St. Phillips-Jolly Street,419,197,11,4,2,4,2,639,5,644
Precinct,Stoney Hill,407,65,14,4,1,0,3,494,7,501
Precinct,Wheeland,253,43,12,2,0,3,2,315,2,317
Precinct,Whitmire City,312,126,8,5,2,0,0,453,3,456
Precinct,Whitmire Outside,321,135,6,4,1,3,1,471,6,477
County,Oconee,24178,7998,725,316,225,92,101,33635,349,33984
Precinct,Absentee,6237,2564,168,67,43,17,26,9122,127,9249
Precinct,Bountyland,572,181,18,11,10,4,1,797,9,806
Precinct,Earles Grove,428,65,8,0,3,0,1,505,3,508
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,27,6,2,1,0,0,0,36,0,36
Precinct,Failsafe Provisional,26,3,0,0,1,0,0,30,0,30
Precinct,Fair Play,463,62,5,3,0,1,1,535,6,541
Precinct,Friendship,763,230,33,16,7,6,4,1059,11,1070
Precinct,Holly Springs,199,18,4,0,1,0,1,223,4,227
Precinct,Keowee,673,140,13,9,5,1,1,842,10,852
Precinct,Long Creek,165,61,8,1,6,0,2,243,1,244
Precinct,Madison,312,33,6,3,7,1,0,362,4,366
Precinct,Mountain Rest,417,108,9,4,5,1,1,545,6,551
Precinct,New Hope,782,166,29,16,5,4,5,1007,7,1014
Precinct,Newry Corinth,103,45,4,0,2,0,1,155,0,155
Precinct,Oakway,619,103,11,9,3,2,3,750,8,758
Precinct,Provisional,56,16,3,0,0,0,0,75,1,76
Precinct,Ravenel,780,432,36,26,6,1,6,1287,13,1300
Precinct,Return,377,53,11,2,0,0,0,443,5,448
Precinct,Richland,479,97,14,4,7,1,2,604,4,608
Precinct,Salem,851,137,18,2,3,1,2,1014,12,1026
Precinct,Seneca 01,648,529,41,18,10,5,1,1252,8,1260
Precinct,Seneca 02,586,298,37,11,11,8,4,955,12,967
Precinct,Seneca 03,452,166,17,9,3,1,2,650,4,654
Precinct,Seneca 04,637,527,26,13,14,4,5,1226,12,1238
Precinct,Shiloh,394,215,12,12,1,3,7,644,7,651
Precinct,South Union,635,143,17,9,6,2,2,814,7,821
Precinct,Stamp Creek,696,247,26,9,5,2,2,987,11,998
Precinct,Tamassee,631,119,15,8,2,1,1,777,4,781
Precinct,Tokeena-Providence,562,104,15,8,4,6,5,704,8,712
Precinct,Utica,180,145,7,2,7,1,3,345,4,349
Precinct,Walhalla 01,1091,279,43,12,17,4,2,1448,14,1462
Precinct,Walhalla 02,843,216,19,7,7,5,3,1100,1,1101
Precinct,West Union,686,165,21,8,6,4,3,893,8,901
Precinct,Westminster 01,1128,204,20,10,10,5,2,1379,12,1391
Precinct,Westminster 02,680,121,9,6,8,1,2,827,6,833
County,Orangeburg,11931,26318,308,120,125,64,44,38910,345,39255
Precinct,4 Holes,234,104,1,1,0,0,2,342,2,344
Precinct,Absentee,2113,8613,53,22,36,9,9,10855,89,10944
Precinct,Bethel,120,215,5,0,0,0,0,340,1,341
Precinct,Bolentown,372,302,5,5,1,0,0,685,11,696
Precinct,Bowman 01,202,473,5,4,2,0,2,688,6,694
Precinct,Bowman 02,196,250,4,0,1,2,2,455,11,466
Precinct,Branchville 01,335,224,8,4,6,1,0,578,4,582
Precinct,Branchville 02,188,87,3,2,1,1,1,283,9,292
Precinct,Brookdale,14,480,2,4,0,1,0,501,1,502
Precinct,Cope,213,163,6,1,1,1,2,387,5,392
Precinct,Cordova 01,420,336,6,1,4,2,1,770,12,782
Precinct,Cordova 02,303,432,7,3,1,1,0,747,2,749
Precinct,Edisto,453,126,10,2,0,1,1,593,5,598
Precinct,Elloree 01,245,213,6,2,0,3,0,469,4,473
Precinct,Elloree 02,82,287,2,1,0,0,0,372,0,372
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Eutawville 01,451,305,6,0,2,0,1,765,4,769
Precinct,Eutawville 02,172,579,9,3,3,1,0,767,12,779
Precinct,Failsafe,16,78,0,1,0,1,0,96,0,96
Precinct,Failsafe Provisional,5,8,1,0,0,1,0,15,0,15
Precinct,Holly Hill 01,400,470,9,3,1,3,3,889,10,899
Precinct,Holly Hill 02,140,702,3,5,2,2,0,854,7,861
Precinct,Jamison,224,540,13,4,1,3,1,786,9,795
Precinct,Limestone 01,272,709,10,2,2,1,2,998,5,1003
Precinct,Limestone 02,184,279,4,2,4,3,1,477,2,479
Precinct,Neeses-livingston,334,196,5,0,2,2,0,539,2,541
Precinct,Nix,4,557,2,2,2,2,0,569,3,572
Precinct,North 01,282,334,2,0,2,1,2,623,7,630
Precinct,North 02,353,291,2,6,2,1,0,655,8,663
Precinct,Norway,243,418,9,2,1,3,3,679,4,683
Precinct,Orangeburg Ward 01,128,192,8,1,1,0,0,330,3,333
Precinct,Orangeburg Ward 02,15,216,1,0,1,0,0,233,2,235
Precinct,Orangeburg Ward 03,20,416,2,1,1,0,0,440,2,442
Precinct,Orangeburg Ward 04,8,625,2,0,6,0,0,641,0,641
Precinct,Orangeburg Ward 05,16,191,0,0,1,0,0,208,2,210
Precinct,Orangeburg Ward 06,75,249,4,5,0,1,0,334,3,337
Precinct,Orangeburg Ward 07,150,184,5,1,1,0,1,342,7,349
Precinct,Orangeburg Ward 08,138,143,6,1,1,1,0,290,2,292
Precinct,Orangeburg Ward 09,68,183,3,1,1,0,0,256,2,258
Precinct,Orangeburg Ward 10,137,203,5,0,5,4,0,354,5,359
Precinct,Pinehill,235,331,5,1,1,1,0,574,2,576
Precinct,Providence,183,420,1,0,3,0,0,607,11,618
Precinct,Provisional,17,52,0,1,1,0,0,71,1,72
Precinct,Rowesville,137,195,0,1,2,0,0,335,2,337
Precinct,Santee 01,432,257,8,3,3,3,1,707,4,711
Precinct,Santee 02,29,575,2,4,2,0,1,613,3,616
Precinct,Springfield,292,312,8,4,0,1,1,618,15,633
Precinct,Suburban 01,6,258,2,1,1,0,2,270,1,271
Precinct,Suburban 02,7,263,1,0,1,1,0,273,1,274
Precinct,Suburban 03,59,535,2,0,1,0,0,597,0,597
Precinct,Suburban 04,64,163,1,0,1,0,0,229,2,231
Precinct,Suburban 05,105,450,4,3,5,0,2,569,12,581
Precinct,Suburban 06,187,246,4,0,1,2,0,440,4,444
Precinct,Suburban 07,351,273,15,4,1,2,0,646,6,652
Precinct,Suburban 08,173,217,7,2,1,1,0,401,4,405
Precinct,Suburban 09,110,495,4,0,4,1,2,616,10,626
Precinct,Vance,167,473,6,4,1,0,1,652,1,653
Precinct,Whittaker,52,430,4,0,1,0,0,487,3,490
County,Pickens,36236,10354,1194,549,328,163,225,49049,442,49491
Precinct,6 Mile Mountain,702,128,21,19,3,8,3,884,10,894
Precinct,9 Forks,692,74,8,5,6,5,1,791,5,796
Precinct,Abel,175,269,31,13,6,0,9,503,5,508
Precinct,Absentee,5152,1864,104,52,29,20,23,7244,66,7310
Precinct,Absentee 2,67,14,1,0,1,1,0,84,4,88
Precinct,Albert R. Lewis,632,79,15,3,4,4,3,740,9,749
Precinct,Arial Mill,481,78,10,8,2,1,3,583,4,587
Precinct,Brushy Creek,721,196,41,8,5,5,1,977,8,985
Precinct,Calhoun,211,261,33,7,8,2,7,529,6,535
Precinct,Cedar Rock,650,84,15,4,1,3,2,759,2,761
Precinct,Clemson,480,424,37,23,4,6,19,993,24,1017
Precinct,Crescent Hill,581,75,12,3,8,6,4,689,5,694
Precinct,Crestview,539,117,21,7,8,3,0,695,5,700
Precinct,Crossroads,656,89,13,3,5,4,3,773,3,776
Precinct,Crosswell,713,140,20,7,3,3,3,889,4,893
Precinct,Dacusville,572,95,12,2,3,2,0,686,1,687
Precinct,Easley,473,145,20,9,3,2,0,652,2,654
Precinct,East Liberty,543,99,16,2,2,0,3,665,8,673
Precinct,East Pickens,625,58,15,2,7,3,2,712,8,720
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Emergency 2,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,98,19,2,0,0,0,0,119,0,119
Precinct,Failsafe 2,2,0,0,0,0,0,0,2,0,2
Precinct,Failsafe Provisional,37,4,1,0,2,0,0,44,0,44
Precinct,Flat Rock,605,100,22,7,4,0,3,741,3,744
Precinct,Forest Acres,363,122,12,5,7,0,0,509,8,517
Precinct,Fruit Mountain,435,90,19,6,1,0,0,551,5,556
Precinct,Georges Creek,509,122,17,3,4,2,0,657,3,660
Precinct,Glassy Mountain,627,61,13,3,7,1,2,714,9,723
Precinct,Griffin,798,89,19,4,6,4,1,921,10,931
Precinct,Holly Springs,669,131,12,7,12,2,1,834,9,843
Precinct,Issaqueena,199,202,15,11,3,2,18,450,7,457
Precinct,Lawrence Chapel,515,186,28,14,4,3,12,762,6,768
Precinct,Lenhardt,469,135,8,8,5,4,0,629,6,635
Precinct,McAllister,414,118,14,3,3,3,2,557,7,564
Precinct,Mckissick,480,178,10,8,7,5,0,688,8,696
Precinct,Morrison,293,285,41,17,9,3,15,663,13,676
Precinct,Mountain View,594,120,18,7,5,2,2,748,6,754
Precinct,Norris,574,100,9,4,6,0,4,697,5,702
Precinct,North Central,425,161,16,15,7,4,5,633,5,638
Precinct,North Liberty,489,100,25,3,4,2,0,623,4,627
Precinct,North Pickens,641,66,17,5,3,2,0,734,5,739
Precinct,Pendleton,503,65,17,2,4,1,1,593,1,594
Precinct,Pickensville,453,123,22,3,6,2,0,609,7,616
Precinct,Pike,321,202,16,11,7,2,8,567,6,573
Precinct,Pope Field,376,117,11,9,5,1,1,520,5,525
Precinct,Praters Creek,473,33,6,5,6,3,0,526,2,528
Precinct,Provisional,103,23,4,3,0,0,1,134,4,138
Precinct,Provisional 2,0,0,0,0,0,0,0,0,0,0
Precinct,Pumpkintown,738,147,14,13,3,4,2,921,8,929
Precinct,Rices Creek,602,88,13,4,5,1,3,716,1,717
Precinct,Rock Springs,533,135,15,11,6,1,3,704,8,712
Precinct,Saluda,519,136,10,7,7,2,0,681,8,689
Precinct,Sheffield,603,167,13,8,2,1,1,795,5,800
Precinct,Simpson,254,265,11,8,1,3,2,544,2,546
Precinct,Sitton,641,176,24,10,2,1,2,856,10,866
Precinct,Six Mile,713,97,15,6,3,4,5,843,5,848
Precinct,Skelton,603,65,7,10,3,1,2,691,7,698
Precinct,Smith Grove,419,97,18,6,2,4,0,546,2,548
Precinct,South Central,308,237,25,17,10,0,4,601,5,606
Precinct,South Pickens,435,144,15,6,3,1,0,604,3,607
Precinct,Stone Church,287,347,35,27,14,0,10,720,8,728
Precinct,Tri County,237,75,11,4,2,2,0,331,2,333
Precinct,University,175,155,20,8,6,0,17,381,5,386
Precinct,Vinland,549,80,11,4,3,0,1,648,3,651
Precinct,West Central,196,182,36,21,7,1,2,445,3,448
Precinct,West Liberty,628,81,15,15,2,1,2,744,5,749
Precinct,West Pickens,660,116,12,4,4,1,3,800,3,803
Precinct,Woodside,524,235,22,8,6,5,3,803,18,821
Precinct,Zion,482,88,13,12,2,4,1,602,8,610
County,Richland,52469,108000,3938,2233,1383,467,232,168722,1502,170224
Precinct,Absentee,10006,21024,455,288,157,73,37,32040,283,32323
Precinct,Absentee 2,5545,16497,247,141,95,37,25,22587,210,22797
Precinct,Arcadia,274,377,28,18,10,2,3,712,6,718
Precinct,Ardincaple,7,203,3,0,0,1,1,215,1,216
Precinct,Ballentine 01,444,230,44,19,2,3,1,743,5,748
Precinct,Ballentine 02,625,178,32,7,4,2,1,849,4,853
Precinct,Beatty Road,41,363,6,3,6,0,1,420,3,423
Precinct,Bluff,29,811,6,4,5,1,0,856,10,866
Precinct,Blythewood 01,565,235,30,14,4,3,1,852,2,854
Precinct,Blythewood 02,593,487,27,19,6,3,3,1138,7,1145
Precinct,Blythewood 03,512,521,32,14,7,4,2,1092,8,1100
Precinct,Bookman,487,721,53,21,18,4,2,1306,7,1313
Precinct,Brandon 01,209,589,22,7,6,8,1,842,4,846
Precinct,Brandon 02,151,677,32,27,7,6,1,901,6,907
Precinct,Briarwood,250,784,23,10,14,4,4,1089,6,1095
Precinct,Bridge Creek,207,686,14,8,6,3,0,924,4,928
Precinct,Caughman Road,194,537,12,9,6,1,1,760,6,766
Precinct,College Place,19,619,3,4,3,5,1,654,4,658
Precinct,Cooper,309,233,22,16,5,0,1,586,11,597
Precinct,Dennyside,196,303,23,58,2,3,1,586,5,591
Precinct,Dentsville,61,741,3,5,4,1,1,816,11,827
Precinct,Dutch Fork 01,436,151,32,20,3,4,1,647,4,651
Precinct,Dutch Fork 02,358,267,36,12,5,4,1,683,4,687
Precinct,Dutch Fork 03,742,300,46,26,7,2,3,1126,11,1137
Precinct,Dutch Fork 04,555,306,36,20,5,6,1,929,6,935
Precinct,East Forest Acres,345,196,38,8,8,1,1,597,9,606
Precinct,Eastover,40,539,5,1,2,3,1,591,5,596
Precinct,Edgewood,14,719,3,4,2,3,0,745,3,748
Precinct,Emergency,1,0,0,0,0,0,0,1,0,1
Precinct,Emergency 2,0,0,0,0,0,0,0,0,0,0
Precinct,Estates,422,521,38,19,13,1,1,1015,13,1028
Precinct,Failsafe,33,159,2,1,8,1,0,204,2,206
Precinct,Failsafe 2,14,124,0,1,2,0,0,141,0,141
Precinct,Failsafe Provisional,72,198,4,6,6,0,0,286,2,288
Precinct,Fairlawn,205,884,19,9,13,5,4,1139,6,1145
Precinct,Fairwold,8,358,0,0,1,1,0,368,6,374
Precinct,Friarsgate 01,356,424,49,11,5,4,2,851,5,856
Precinct,Friarsgate 02,342,329,35,16,7,3,0,732,4,736
